Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2018-06-17 11-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,606000.0,0.2666
2018-06-17 10-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,884000.0,0.3885
2018-06-17 09-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,435000.0,0.191
2018-06-17 08-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,1282000.0,0.564
2018-06-17 07-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,349000.0,0.1541
2018-06-17 06-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,898000.0,0.3966
2018-06-17 05-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,809000.0,0.3564
2018-06-17 04-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,701000.0,0.3096
2018-06-17 03-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,194000.0,0.08564
2018-06-17 02-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,725000.0,0.3206
2018-06-17 01-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,866000.0,0.3817
2018-06-17 12-AM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,681000.0,0.3013
2018-06-16 11-PM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,525000.0,0.232
2018-06-16 10-PM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,756000.0,0.3334
2018-06-16 09-PM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,333000.0,0.1466
2018-06-16 08-PM,DOGEBTC,4.4e-07,4.4e-07,4.4e-07,4.4e-07,817000.0,0.3595
