Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume LTC
2019-05-31,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-30,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-29,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-28,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-27,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-26,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-25,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-24,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-23,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-22,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-21,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-20,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-19,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-18,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-17,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-16,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-15,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-14,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-13,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-12,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-11,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-10,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-09,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-08,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-07,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-06,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-05,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-04,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-03,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-02,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-05-01,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-30,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-29,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-28,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-27,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-26,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-25,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-24,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-23,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-22,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-21,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-20,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-19,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-18,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-17,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-16,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-15,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-14,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-13,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-12,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-11,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-10,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-09,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-08,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-07,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-06,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-05,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-04,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-03,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-02,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-04-01,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-31,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-30,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-29,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-28,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-27,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-26,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-25,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-24,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-23,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-22,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-21,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-20,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-19,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-18,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-17,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-16,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-15,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-14,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-13,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-12,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-11,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-10,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-09,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-08,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-07,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-06,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-05,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-04,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-03,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-02,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-03-01,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-28,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-27,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-26,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-25,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-24,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-23,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-22,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-21,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-20,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-19,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-18,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-17,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-16,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-15,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-14,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-13,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-12,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-11,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-10,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-09,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-08,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-07,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-06,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-05,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-04,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-03,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-02,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-02-01,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-31,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-30,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-29,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-28,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-27,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-26,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-25,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-24,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-23,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-22,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-21,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-20,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-19,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-18,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-17,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-16,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-15,ETHLTC,3.76,3.76,3.76,3.76,0.0,0.0
2019-01-14,ETHLTC,3.85,3.9,3.76,3.76,5.07,19.42
2019-01-13,ETHLTC,3.9,3.91,3.77,3.85,6.21,23.85
2019-01-12,ETHLTC,3.94,3.98,3.89,3.9,8.37,32.97
2019-01-11,ETHLTC,3.78,3.94,3.77,3.94,11.21,43.19
2019-01-10,ETHLTC,3.9,3.92,3.75,3.78,13.1,50.38
2019-01-09,ETHLTC,3.83,3.9,3.78,3.9,9.86,37.95
2019-01-08,ETHLTC,4.03,4.03,3.75,3.83,40.35,155.85
2019-01-07,ETHLTC,4,4.21,3.98,4.03,19.84,80.35
2019-01-06,ETHLTC,4.46,4.5,3.98,4,14.25,59.4
2019-01-05,ETHLTC,4.8,4.87,4.35,4.46,10.75,50.5
2019-01-04,ETHLTC,4.71,4.8,4.68,4.8,10.24,48.49
2019-01-03,ETHLTC,4.69,4.74,4.62,4.71,9.14,42.82
2019-01-02,ETHLTC,4.44,4.69,4.39,4.69,21.91,100.02
2019-01-01,ETHLTC,4.43,4.5,4.38,4.44,12.04,53.33
2018-12-31,ETHLTC,4.39,4.46,4.33,4.43,38.07,166.94
2018-12-30,ETHLTC,4.42,4.42,4.28,4.39,22.95,99.87
2018-12-29,ETHLTC,4.23,4.45,4.2,4.42,39.98,172.31
2018-12-28,ETHLTC,4.12,4.23,3.96,4.23,27.08,111.27
2018-12-27,ETHLTC,4.29,4.29,4.12,4.12,6.3,26.4
2018-12-26,ETHLTC,4.14,4.29,4.14,4.29,10.79,45.8
2018-12-25,ETHLTC,4.22,4.26,4.09,4.14,6.26,26.25
2018-12-24,ETHLTC,3.88,4.4,3.88,4.22,21.32,89.1
2018-12-23,ETHLTC,3.69,4.08,3.68,3.88,15.21,59.61
2018-12-22,ETHLTC,3.59,3.71,3.53,3.69,2.72,9.89
2018-12-21,ETHLTC,3.5,3.81,3.49,3.59,16.35,58.96
2018-12-20,ETHLTC,3.46,3.58,3.41,3.5,3.27,11.45
2018-12-19,ETHLTC,3.36,3.46,3.36,3.46,38.17,131.4
2018-12-18,ETHLTC,3.27,3.36,3.21,3.36,13.54,44.49
2018-12-17,ETHLTC,3.31,3.31,3.15,3.27,18.02,58.08
2018-12-16,ETHLTC,3.52,3.56,3.27,3.31,28.51,96.01
2018-12-15,ETHLTC,3.59,3.69,3.51,3.52,17.67,63.42
2018-12-14,ETHLTC,3.71,3.81,3.59,3.59,40.54,152.63
2018-12-13,ETHLTC,3.69,3.8,3.67,3.71,55.4,208.69
2018-12-12,ETHLTC,3.76,3.79,3.64,3.69,6.99,26.05
2018-12-11,ETHLTC,3.7,3.76,3.68,3.76,32.32,120.05
2018-12-10,ETHLTC,3.65,3.74,3.63,3.7,26.48,97.47
2018-12-09,ETHLTC,3.74,3.74,3.53,3.65,16.57,60.5
2018-12-08,ETHLTC,3.71,3.82,3.56,3.74,15.19,55.84
2018-12-07,ETHLTC,3.4,3.82,3.28,3.71,24.9,86.2
2018-12-06,ETHLTC,3.54,3.54,3.4,3.4,23.19,79.39
2018-12-05,ETHLTC,3.55,3.58,3.5,3.54,6.91,24.54
2018-12-04,ETHLTC,3.48,3.56,3.47,3.55,3.96,13.91
2018-12-03,ETHLTC,3.46,3.56,3.43,3.48,11.5,40.38
2018-12-02,ETHLTC,3.46,3.49,3.41,3.46,1.24,4.3
2018-12-01,ETHLTC,3.52,3.6,3.42,3.46,9.96,34.92
2018-11-30,ETHLTC,3.46,3.61,3.45,3.52,19.12,67.56
2018-11-29,ETHLTC,3.51,3.53,3.44,3.46,9.42,32.69
2018-11-28,ETHLTC,3.55,3.6,3.4,3.51,13.91,48.63
2018-11-27,ETHLTC,3.62,3.67,3.5,3.55,20.44,73.08
2018-11-26,ETHLTC,3.75,3.81,3.6,3.62,39.24,145.59
2018-11-25,ETHLTC,3.91,3.91,3.71,3.75,29.73,111.78
2018-11-24,ETHLTC,3.82,3.91,3.81,3.91,16.06,61.94
2018-11-23,ETHLTC,3.91,3.94,3.76,3.82,10.87,42.06
2018-11-22,ETHLTC,4.02,4.02,3.65,3.91,16.64,64.32
2018-11-21,ETHLTC,3.93,4.07,3.93,4.02,36.13,145.58
2018-11-20,ETHLTC,4.08,4.1,3.93,3.93,57.03,227.26
2018-11-19,ETHLTC,4.2,4.23,4.05,4.08,15.16,63.03
2018-11-18,ETHLTC,4.19,4.2,4.11,4.2,4.95,20.57
2018-11-17,ETHLTC,4.07,4.19,4.07,4.19,11.97,49.82
2018-11-16,ETHLTC,4.08,4.19,4.07,4.07,5.23,21.75
2018-11-15,ETHLTC,4.18,4.24,4.08,4.08,21.54,89.91
2018-11-14,ETHLTC,4.17,4.36,4,4.18,11.75,48.62
2018-11-13,ETHLTC,4.12,4.22,4.08,4.17,8.66,36.06
2018-11-12,ETHLTC,4.13,4.21,4.11,4.12,10.5,43.78
2018-11-11,ETHLTC,4.05,4.2,4.04,4.13,7.49,30.79
2018-11-10,ETHLTC,4,4.11,4,4.05,19.51,79.22
2018-11-09,ETHLTC,4.03,4.08,4,4,5.46,22.01
2018-11-08,ETHLTC,4.05,4.05,3.98,4.03,3.91,15.71
2018-11-07,ETHLTC,3.96,4.05,3.92,4.05,9.84,39.34
2018-11-06,ETHLTC,3.92,3.99,3.86,3.96,23.73,93.6
2018-11-05,ETHLTC,3.92,3.92,3.83,3.92,17.6,68.35
2018-11-04,ETHLTC,3.9,3.92,3.69,3.92,27.18,105.04
2018-11-03,ETHLTC,3.93,3.93,3.9,3.9,2.03,7.92
2018-11-02,ETHLTC,3.97,3.98,3.9,3.93,7.22,28.32
2018-11-01,ETHLTC,3.95,4.01,3.92,3.97,4.52,17.81
2018-10-31,ETHLTC,3.97,4.02,3.93,3.95,7.74,30.79
2018-10-30,ETHLTC,3.97,4.02,3.94,3.97,4.53,18.03
2018-10-29,ETHLTC,3.95,4.08,3.91,3.97,11.89,46.85
2018-10-28,ETHLTC,3.88,3.95,3.88,3.95,10.52,41.15
2018-10-27,ETHLTC,3.85,3.93,3.85,3.88,15.33,59.71
2018-10-26,ETHLTC,3.84,3.89,3.84,3.85,17.62,68.42
2018-10-25,ETHLTC,3.84,3.89,3.81,3.84,10.15,39.0
2018-10-24,ETHLTC,3.87,3.9,3.83,3.84,9.83,37.88
2018-10-23,ETHLTC,3.86,3.91,3.8,3.87,19.9,76.62
2018-10-22,ETHLTC,3.88,3.9,3.85,3.86,5.52,21.36
2018-10-21,ETHLTC,3.86,3.9,3.81,3.88,14.7,56.81
2018-10-20,ETHLTC,3.8,3.86,3.8,3.86,9.83,37.69
2018-10-19,ETHLTC,3.83,3.87,3.78,3.8,34.4,131.16
2018-10-18,ETHLTC,3.85,3.93,3.82,3.83,20.61,80.04
2018-10-17,ETHLTC,3.87,3.9,3.81,3.85,32.79,125.79
2018-10-16,ETHLTC,3.82,3.87,3.73,3.87,24.63,94.08
2018-10-15,ETHLTC,3.77,3.89,3.72,3.82,39.72,151.66
2018-10-14,ETHLTC,3.74,3.81,3.69,3.77,21.88,81.84
2018-10-13,ETHLTC,3.67,3.75,3.63,3.74,5.81,21.47
2018-10-12,ETHLTC,3.75,3.85,3.67,3.67,20.64,77.06
2018-10-11,ETHLTC,3.92,3.92,3.75,3.75,31.47,120.43
2018-10-10,ETHLTC,3.86,3.92,3.83,3.92,15.67,60.54
2018-10-09,ETHLTC,3.85,3.9,3.83,3.86,8.64,33.31
2018-10-08,ETHLTC,3.91,3.91,3.82,3.85,8.72,33.68
2018-10-07,ETHLTC,3.87,3.91,3.83,3.91,6.13,23.72
2018-10-06,ETHLTC,3.84,3.97,3.84,3.87,14.55,56.49
2018-10-05,ETHLTC,3.84,3.89,3.79,3.84,15.34,59.12
2018-10-04,ETHLTC,3.82,3.85,3.79,3.84,12.38,47.19
2018-10-03,ETHLTC,3.79,3.84,3.78,3.82,27.96,106.09
2018-10-02,ETHLTC,3.81,3.84,3.75,3.79,67.11,255.46
2018-10-01,ETHLTC,3.82,3.85,3.77,3.81,27.96,106.32
2018-09-30,ETHLTC,3.78,3.89,3.75,3.82,23.42,89.07
2018-09-29,ETHLTC,3.55,3.85,3.55,3.78,16.84,61.27
2018-09-28,ETHLTC,3.62,3.69,3.53,3.55,29.51,105.66
2018-09-27,ETHLTC,3.75,3.78,3.42,3.62,32.08,113.71
2018-09-26,ETHLTC,3.77,3.8,3.68,3.75,18.5,69.02
2018-09-25,ETHLTC,3.96,3.96,3.7,3.77,15.62,58.97
2018-09-24,ETHLTC,3.94,4.08,3.92,3.96,3.74,14.93
2018-09-23,ETHLTC,3.94,4.02,3.89,3.94,9.7,38.28
2018-09-22,ETHLTC,4.07,4.1,3.93,3.94,11.31,45.29
2018-09-21,ETHLTC,3.94,4.15,3.86,4.07,15.57,61.37
2018-09-20,ETHLTC,3.88,3.99,3.83,3.94,9.99,38.53
2018-09-19,ETHLTC,3.91,3.95,3.82,3.88,8.35,32.41
2018-09-18,ETHLTC,3.74,3.98,3.74,3.91,10.72,41.32
2018-09-17,ETHLTC,3.9,3.96,3.7,3.74,3.33,12.75
2018-09-16,ETHLTC,3.9,3.98,3.84,3.9,8.68,33.97
2018-09-15,ETHLTC,3.75,3.96,3.7,3.9,4.33,16.61
2018-09-14,ETHLTC,3.86,4.02,3.72,3.75,10.2,39.41
2018-09-13,ETHLTC,3.52,3.93,3.52,3.86,15.36,56.5
2018-09-12,ETHLTC,3.54,3.61,3.41,3.52,32.03,112.45
2018-09-11,ETHLTC,3.6,3.66,3.5,3.54,23.35,82.59
2018-09-10,ETHLTC,3.52,3.66,3.52,3.6,15.49,55.64
2018-09-09,ETHLTC,3.7,3.77,3.52,3.52,24.13,88.28
2018-09-08,ETHLTC,3.83,4.13,3.63,3.7,12.37,47.0
2018-09-07,ETHLTC,4.04,4.04,3.81,3.83,8.73,34.24
2018-09-06,ETHLTC,4,4.16,3.88,4.04,18.96,77.5
2018-09-05,ETHLTC,4.18,4.25,4,4,21.73,89.36
2018-09-04,ETHLTC,4.41,4.41,4.17,4.18,7.41,31.49
2018-09-03,ETHLTC,4.45,4.49,4.41,4.41,9.0,39.99
2018-09-02,ETHLTC,4.47,4.58,4.43,4.45,5.43,24.39
2018-09-01,ETHLTC,4.51,4.57,4.4,4.47,10.09,45.41
2018-08-31,ETHLTC,4.68,4.7,4.51,4.51,20.03,91.42
2018-08-30,ETHLTC,4.7,4.73,4.61,4.68,6.67,31.19
2018-08-29,ETHLTC,4.62,4.78,4.62,4.7,6.05,28.41
2018-08-28,ETHLTC,4.74,4.8,4.62,4.62,11.81,55.42
2018-08-27,ETHLTC,4.77,4.83,4.7,4.74,7.25,34.68
2018-08-26,ETHLTC,4.84,4.88,4.77,4.77,9.64,46.55
2018-08-25,ETHLTC,4.86,4.91,4.75,4.84,17.28,82.88
2018-08-24,ETHLTC,4.84,4.9,4.75,4.86,9.99,48.13
2018-08-23,ETHLTC,4.89,4.99,4.8,4.84,8.31,40.54
2018-08-22,ETHLTC,5,5.04,4.84,4.89,10.85,53.83
2018-08-21,ETHLTC,5.05,5.16,4.98,5,6.62,33.4
2018-08-20,ETHLTC,5.2,5.25,5,5.05,16.98,86.94
2018-08-19,ETHLTC,5.19,5.28,5.09,5.2,5.23,27.27
2018-08-18,ETHLTC,5.19,5.32,5.1,5.19,13.22,68.52
2018-08-17,ETHLTC,5.15,5.33,5.05,5.19,8.79,45.16
2018-08-16,ETHLTC,5.2,5.23,5.11,5.15,2.55,13.17
2018-08-15,ETHLTC,5.14,5.23,5.03,5.2,8.58,43.99
2018-08-14,ETHLTC,5.04,5.24,4.92,5.14,23.36,117.97
2018-08-13,ETHLTC,5.37,5.42,5.03,5.04,19.28,101.63
2018-08-12,ETHLTC,5.7,5.7,5.7,5.7,0.0,0.0
2018-08-11,ETHLTC,5.58,5.73,5.58,5.7,5.7,32.32
2018-08-10,ETHLTC,5.73,5.92,5.58,5.58,11.94,69.09
2018-08-09,ETHLTC,5.65,5.85,5.64,5.73,7.94,45.58
2018-08-08,ETHLTC,5.57,5.77,5.56,5.65,26.22,148.98
2018-08-07,ETHLTC,5.5,5.57,5.43,5.57,25.48,140.29
2018-08-06,ETHLTC,5.51,5.55,5.4,5.5,19.26,105.05
2018-08-05,ETHLTC,5.55,5.6,5.44,5.51,3.48,19.18
2018-08-04,ETHLTC,5.36,5.59,5.28,5.55,5.41,29.79
2018-08-03,ETHLTC,5.35,5.47,5.25,5.36,12.57,67.24
2018-08-02,ETHLTC,5.45,5.48,5.33,5.35,12.48,66.65
2018-08-01,ETHLTC,5.46,5.49,5.33,5.45,9.0,48.82
2018-07-31,ETHLTC,5.55,5.6,5.46,5.46,12.66,70.11
2018-07-30,ETHLTC,5.52,5.6,5.48,5.55,10.28,56.93
2018-07-29,ETHLTC,5.57,5.62,5.48,5.52,9.82,54.15
2018-07-28,ETHLTC,5.54,5.62,5.5,5.57,4.13,22.95
2018-07-27,ETHLTC,5.58,5.66,5.48,5.54,11.39,63.48
2018-07-26,ETHLTC,5.48,5.58,5.41,5.58,9.36,51.6
2018-07-25,ETHLTC,5.38,5.51,5.33,5.48,6.2,33.66
2018-07-24,ETHLTC,5.51,5.54,5.34,5.38,19.45,104.81
2018-07-23,ETHLTC,5.51,5.62,5.4,5.51,9.06,49.38
2018-07-22,ETHLTC,5.48,5.64,5.48,5.51,6.8,37.96
2018-07-21,ETHLTC,5.48,5.69,5.46,5.48,16.41,92.01
2018-07-20,ETHLTC,5.5,5.5,5.38,5.48,2.34,12.78
2018-07-19,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-18,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-17,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-16,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-15,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-14,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-13,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-12,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-11,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-10,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-09,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-08,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-07,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-06,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-05,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-04,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
2018-07-03,ETHLTC,4.08,4.08,4.08,4.08,0.0,0.0
