Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETC,Volume RUR
2018-07-15 03-PM,ETCRUR,1027,1040,1027,1040,182.26,189378.41
2018-07-15 02-PM,ETCRUR,1027.84,1037.99,1027,1027,13.75,14183.21
2018-07-15 01-PM,ETCRUR,1027.78,1036.1,1027.68,1027.84,13.35,13739.25
2018-07-15 12-PM,ETCRUR,1034.4,1039.57,1026.62,1027.78,12.09,12440.83
2018-07-15 11-AM,ETCRUR,1026.53,1039.53,1026.53,1034.4,35.85,37208.74
2018-07-15 10-AM,ETCRUR,1026.22,1035.96,1025.6,1026.53,36.52,37511.6
2018-07-15 09-AM,ETCRUR,1033.81,1036,1025.71,1026.22,38.75,39856.37
2018-07-15 08-AM,ETCRUR,1023.79,1037.23,1023.79,1033.81,10.8,11144.33
2018-07-15 07-AM,ETCRUR,1028.27,1036,1023.66,1023.79,8.25,8475.66
2018-07-15 06-AM,ETCRUR,1023.5,1038.8,1023.5,1028.27,21.02,21639.56
2018-07-15 05-AM,ETCRUR,1026.68,1034.11,1023.5,1023.5,29.21,29941.18
2018-07-15 04-AM,ETCRUR,1022,1040,1022,1026.68,18.31,18895.69
2018-07-15 03-AM,ETCRUR,1023.19,1027.8,1020.17,1022,3.96,4049.7
2018-07-15 02-AM,ETCRUR,1023.14,1023.19,1020.03,1023.19,4.39,4481.46
2018-07-15 01-AM,ETCRUR,1023.14,1023.14,1023.14,1023.14,0.0,0.0
2018-07-15 12-AM,ETCRUR,1023.14,1023.14,1023.14,1023.14,3.31,3390.83
2018-07-14 11-PM,ETCRUR,1023.19,1023.19,1023.14,1023.14,1.0,1025.98
2018-07-14 10-PM,ETCRUR,1036.97,1038.9,1023.14,1023.19,21.99,22786.42
2018-07-14 09-PM,ETCRUR,1023.25,1039,1023.25,1036.97,9.67,9990.08
2018-07-14 08-PM,ETCRUR,1015.14,1040,1015.06,1023.25,9.47,9684.97
2018-07-14 07-PM,ETCRUR,1015.06,1030,1015.06,1015.14,17.4,17812.89
2018-07-14 06-PM,ETCRUR,1015.4,1020.8,1015.05,1015.06,4.63,4705.27
2018-07-14 05-PM,ETCRUR,1013.55,1020.35,1013.55,1015.4,7.45,7561.77
2018-07-14 04-PM,ETCRUR,1013.1,1024,1013.1,1013.55,6.18,6300.11
2018-07-14 03-PM,ETCRUR,1014,1023.6,1013.1,1013.1,14.61,14823.4
2018-07-14 02-PM,ETCRUR,1032,1032,1013,1014,3.48,3535.24
2018-07-14 01-PM,ETCRUR,1013,1032,1013,1032,50.91,52237.05
2018-07-14 12-PM,ETCRUR,1020.15,1021.6,1012,1013,29.49,29934.68
2018-07-14 11-AM,ETCRUR,1015.7,1020.15,1012,1020.15,10.55,10713.64
2018-07-14 10-AM,ETCRUR,1011.57,1018.5,1005,1015.7,55.91,56489.08
2018-07-14 09-AM,ETCRUR,1019,1019,1011.21,1011.57,11.72,11850.64
2018-07-14 08-AM,ETCRUR,1011.15,1019,1011.15,1019,15.22,15451.87
2018-07-14 07-AM,ETCRUR,1019.07,1019.07,1011.15,1011.15,25.73,26076.35
2018-07-14 06-AM,ETCRUR,1011.08,1019.07,1011,1019.07,37.56,38066.62
2018-07-14 05-AM,ETCRUR,1015.65,1015.65,1011,1011.08,18.94,19168.98
2018-07-14 04-AM,ETCRUR,1023.43,1029.68,1011,1015.65,7.36,7487.52
2018-07-14 03-AM,ETCRUR,1023.48,1023.48,1018.84,1023.43,8.1,8288.95
2018-07-14 02-AM,ETCRUR,1023.46,1028,1023.46,1023.48,2.02,2071.26
2018-07-14 01-AM,ETCRUR,1028.69,1028.69,1023.46,1023.46,1.0,1024.99
2018-07-14 12-AM,ETCRUR,1025.42,1028.69,1021.03,1028.69,3.13,3213.22
2018-07-13 11-PM,ETCRUR,1037,1037,1018.9,1025.42,0.7433,760.65
2018-07-13 10-PM,ETCRUR,1020.93,1037,1018.9,1037,17.57,17986.68
2018-07-13 09-PM,ETCRUR,1013.48,1024.88,1012.81,1020.93,21.99,22331.67
2018-07-13 08-PM,ETCRUR,1038.49,1059,1012.81,1013.48,47.05,48801.01
2018-07-13 07-PM,ETCRUR,1038.49,1044.12,1035.2,1038.49,28.15,29242.14
2018-07-13 06-PM,ETCRUR,1029,1046,1029,1038.49,33.14,34333.78
2018-07-13 05-PM,ETCRUR,1029,1045,1029,1029,106.89,110370.03
2018-07-13 04-PM,ETCRUR,1030.2,1036.35,1028.1,1029,17.24,17808.63
2018-07-13 03-PM,ETCRUR,1029,1045,1029,1030.2,12.26,12677.5
2018-07-13 02-PM,ETCRUR,1027,1046.6,1026.68,1029,84.03,87082.45
2018-07-13 01-PM,ETCRUR,1043.65,1050,1027,1027,29.42,30391.37
2018-07-13 12-PM,ETCRUR,1037.38,1043.65,1027.19,1043.65,49.21,50975.65
2018-07-13 11-AM,ETCRUR,1020.18,1037.38,1020.18,1037.38,20.34,20864.91
2018-07-13 10-AM,ETCRUR,1034.6,1040,1010,1020.18,40.35,41340.32
2018-07-13 09-AM,ETCRUR,1031,1040,1025.45,1034.6,17.35,17917.17
2018-07-13 08-AM,ETCRUR,1041.37,1041.37,1025.15,1031,41.08,42324.18
2018-07-13 07-AM,ETCRUR,1036.55,1041.4,1025,1041.37,36.58,37659.42
2018-07-13 06-AM,ETCRUR,1045.62,1050,1036.1,1036.55,18.0,18656.79
2018-07-13 05-AM,ETCRUR,1037.2,1050,1036.14,1045.62,24.5,25451.09
2018-07-13 04-AM,ETCRUR,1038.46,1045,1037.2,1037.2,16.97,17640.88
2018-07-13 03-AM,ETCRUR,1037.2,1052.65,1037.2,1038.46,8.5,8877.42
2018-07-13 02-AM,ETCRUR,1043.09,1052.17,1035.54,1037.2,10.73,11205.42
2018-07-13 01-AM,ETCRUR,1058.63,1058.63,1040.36,1043.09,3.74,3908.19
2018-07-13 12-AM,ETCRUR,1030,1058.63,1019.28,1058.63,29.23,30467.88
2018-07-12 11-PM,ETCRUR,1005.04,1030,1005.04,1030,35.5,35827.61
2018-07-12 10-PM,ETCRUR,1002.77,1010.81,1002.77,1005.04,2.05,2053.97
2018-07-12 09-PM,ETCRUR,1017,1017,1002.34,1002.77,5.02,5063.88
2018-07-12 08-PM,ETCRUR,1012.03,1017.93,1001,1017,53.54,53847.14
2018-07-12 07-PM,ETCRUR,1013,1019.61,1012,1012.03,11.11,11254.09
2018-07-12 06-PM,ETCRUR,1020.07,1022.59,1012,1013,13.14,13316.11
2018-07-12 05-PM,ETCRUR,1008.97,1020.07,1008.97,1020.07,5.04,5117.45
2018-07-12 04-PM,ETCRUR,1006.23,1025.35,1005.7,1008.97,24.06,24389.45
2018-07-12 03-PM,ETCRUR,1005.5,1012.84,1005.5,1006.23,20.5,20639.6
2018-07-12 02-PM,ETCRUR,1000,1012.16,1000,1005.5,23.55,23720.85
2018-07-12 01-PM,ETCRUR,1005.08,1013,1000,1000,77.52,77607.69
2018-07-12 12-PM,ETCRUR,1005,1016.85,1005,1005.08,22.87,23014.07
2018-07-12 11-AM,ETCRUR,1020.32,1020.32,1005,1005,40.95,41335.46
2018-07-12 10-AM,ETCRUR,1015.05,1025.04,1010.89,1020.32,30.0,30421.18
2018-07-12 09-AM,ETCRUR,1025.08,1025.08,1015,1015.05,37.04,37798.12
2018-07-12 08-AM,ETCRUR,1019.9,1025.08,1016,1025.08,25.35,25861.38
2018-07-12 07-AM,ETCRUR,1020.7,1027.25,1016,1019.9,31.5,32121.52
2018-07-12 06-AM,ETCRUR,1029.87,1032,1020.6,1020.7,6.55,6722.96
2018-07-12 05-AM,ETCRUR,1029.18,1029.87,1020.5,1029.87,11.28,11553.4
2018-07-12 04-AM,ETCRUR,1032,1032,1029.18,1029.18,37.85,39038.8
2018-07-12 03-AM,ETCRUR,1037.61,1037.61,1029.18,1032,21.9,22625.74
2018-07-12 02-AM,ETCRUR,1035.05,1037.61,1035,1037.61,5.65,5848.93
2018-07-12 01-AM,ETCRUR,1040.14,1040.14,1035,1035.05,7.77,8053.16
2018-07-12 12-AM,ETCRUR,1042.3,1042.3,1040.14,1040.14,2.21,2302.53
2018-07-11 11-PM,ETCRUR,1040.04,1056,1035.67,1042.3,11.82,12449.72
2018-07-11 10-PM,ETCRUR,1049.07,1049.7,1040,1040.04,13.33,13873.11
2018-07-11 09-PM,ETCRUR,1040,1049.07,1040,1049.07,11.54,12061.57
2018-07-11 08-PM,ETCRUR,1040.01,1050.47,1040,1040,12.25,12744.75
2018-07-11 07-PM,ETCRUR,1047.58,1051,1040.01,1040.01,43.14,45119.2
2018-07-11 06-PM,ETCRUR,1040.04,1050,1040.04,1047.58,40.98,42785.77
2018-07-11 05-PM,ETCRUR,1040,1052.1,1040,1040.04,26.78,27959.57
2018-07-11 04-PM,ETCRUR,1052.92,1052.92,1040,1040,11.04,11487.27
2018-07-11 03-PM,ETCRUR,1040.1,1055,1040,1052.92,44.7,46712.71
2018-07-11 02-PM,ETCRUR,1054.96,1055.37,1040,1040.1,31.28,32842.84
2018-07-11 01-PM,ETCRUR,1054,1055,1041.15,1054.96,36.76,38670.84
2018-07-11 12-PM,ETCRUR,1050.16,1060,1046.79,1054,43.4,45850.05
2018-07-11 11-AM,ETCRUR,1029.18,1051,1021.11,1050.16,27.01,28039.13
2018-07-11 10-AM,ETCRUR,1018,1035,1008,1029.18,54.93,56067.97
2018-07-11 09-AM,ETCRUR,1027.27,1035,1005,1018,42.25,43105.15
2018-07-11 08-AM,ETCRUR,1018.66,1036,1011,1027.27,94.99,96885.05
2018-07-11 07-AM,ETCRUR,1020.6,1023.22,1010.55,1018.66,50.88,51472.87
2018-07-11 06-AM,ETCRUR,1016,1020.6,1015,1020.6,26.4,26841.36
2018-07-11 05-AM,ETCRUR,1037,1037.47,1015,1016,28.69,29306.8
2018-07-11 04-AM,ETCRUR,1040.21,1040.21,1029.22,1037,27.8,28814.92
2018-07-11 03-AM,ETCRUR,1045.8,1045.8,1040,1040.21,45.11,47005.69
2018-07-11 02-AM,ETCRUR,1045.8,1045.8,1045.8,1045.8,3.93,4110.36
2018-07-11 01-AM,ETCRUR,1052.44,1064.31,1045.8,1045.8,8.32,8812.54
2018-07-11 12-AM,ETCRUR,1045,1052.44,1045,1052.44,8.12,8499.96
2018-07-10 11-PM,ETCRUR,1056.08,1064.31,1045,1045,72.51,76141.18
2018-07-10 10-PM,ETCRUR,1055.86,1056.08,1055.86,1056.08,2.5,2641.22
2018-07-10 09-PM,ETCRUR,1063.4,1068,1055.33,1055.86,5.82,6173.16
2018-07-10 08-PM,ETCRUR,1049.1,1063.4,1045,1063.4,23.71,25006.76
2018-07-10 07-PM,ETCRUR,1051.62,1055.95,1048,1049.1,32.56,34192.05
2018-07-10 06-PM,ETCRUR,1052.09,1061.58,1051.22,1051.62,9.18,9670.41
2018-07-10 05-PM,ETCRUR,1067.9,1067.9,1052.09,1052.09,8.83,9316.48
2018-07-10 04-PM,ETCRUR,1060,1067.9,1051.22,1067.9,15.44,16325.81
2018-07-10 03-PM,ETCRUR,1051.22,1060,1047,1060,27.5,28939.97
2018-07-10 02-PM,ETCRUR,1051,1067.98,1047,1051.22,45.0,47658.14
2018-07-10 01-PM,ETCRUR,1046.41,1070,1046.41,1051,31.95,33938.94
2018-07-10 12-PM,ETCRUR,1055.15,1062.01,1038,1046.41,69.23,72468.4
2018-07-10 11-AM,ETCRUR,1068.11,1074.53,1054.67,1055.15,28.27,30132.31
2018-07-10 10-AM,ETCRUR,1074.54,1074.82,1045,1068.11,45.84,48564.5
2018-07-10 09-AM,ETCRUR,1076.12,1079.29,1066,1074.54,57.73,62077.68
2018-07-10 08-AM,ETCRUR,1065.17,1076.12,1065.17,1076.12,19.95,21366.55
2018-07-10 07-AM,ETCRUR,1072,1076,1063.73,1065.17,24.68,26322.33
2018-07-10 06-AM,ETCRUR,1101.87,1107.78,1050.75,1072,106.03,114670.94
2018-07-10 05-AM,ETCRUR,1106.02,1107.78,1101.87,1101.87,36.03,39712.32
2018-07-10 04-AM,ETCRUR,1114.74,1131.2,1106.02,1106.02,23.85,26649.53
2018-07-10 03-AM,ETCRUR,1112.2,1127.19,1110,1114.74,24.59,27454.77
2018-07-10 02-AM,ETCRUR,1133.5,1133.5,1111.11,1112.2,160.3,181110.8
2018-07-10 01-AM,ETCRUR,1138.7,1139.7,1133.5,1133.5,13.78,15643.73
2018-07-10 12-AM,ETCRUR,1138.7,1138.7,1138.7,1138.7,1.0,1141.26
2018-07-09 11-PM,ETCRUR,1150,1150,1138.7,1138.7,8.18,9369.25
2018-07-09 10-PM,ETCRUR,1135,1150,1135,1150,33.38,38284.69
2018-07-09 09-PM,ETCRUR,1145.48,1145.48,1135,1135,16.3,18532.12
2018-07-09 08-PM,ETCRUR,1147.77,1148,1138.63,1145.48,8.48,9716.43
2018-07-09 07-PM,ETCRUR,1137.81,1147.77,1133.37,1147.77,22.51,25715.47
2018-07-09 06-PM,ETCRUR,1138.48,1141.77,1130,1137.81,185.08,209358.06
2018-07-09 05-PM,ETCRUR,1138.5,1140,1138.48,1138.48,14.44,16435.99
2018-07-09 04-PM,ETCRUR,1143.48,1143.52,1138.48,1138.5,23.58,26903.15
2018-07-09 03-PM,ETCRUR,1149,1149,1138.48,1143.48,39.87,45488.6
2018-07-09 02-PM,ETCRUR,1133.58,1149,1133.58,1149,16.97,19340.72
2018-07-09 01-PM,ETCRUR,1140,1145,1130.33,1133.58,36.2,41247.48
2018-07-09 12-PM,ETCRUR,1132.69,1140,1130,1140,94.08,106977.16
2018-07-09 11-AM,ETCRUR,1133.7,1140,1132.57,1132.69,36.97,41916.09
2018-07-09 10-AM,ETCRUR,1140,1140,1133.6,1133.7,13.88,15781.3
2018-07-09 09-AM,ETCRUR,1133.5,1140,1133.5,1140,34.86,39700.66
2018-07-09 08-AM,ETCRUR,1135.63,1140,1133.37,1133.5,57.79,65668.25
2018-07-09 07-AM,ETCRUR,1140.57,1145,1130.13,1135.63,46.06,52461.26
2018-07-09 06-AM,ETCRUR,1122,1147,1120.02,1140.57,96.69,108948.68
2018-07-09 05-AM,ETCRUR,1123.02,1123.11,1121,1122,40.86,45850.93
2018-07-09 04-AM,ETCRUR,1125,1134,1123.02,1123.02,20.91,23529.38
2018-07-09 03-AM,ETCRUR,1131.32,1136.32,1125,1125,20.07,22641.28
2018-07-09 02-AM,ETCRUR,1132.08,1140.93,1131.32,1131.32,6.96,7882.58
2018-07-09 01-AM,ETCRUR,1132,1132.31,1132,1132.08,4.82,5455.8
2018-07-09 12-AM,ETCRUR,1132.1,1149,1132,1132,6.2,7078.68
2018-07-08 11-PM,ETCRUR,1133,1133,1132,1132.1,21.79,24672.45
2018-07-08 10-PM,ETCRUR,1140,1149,1132.44,1133,8.37,9541.23
2018-07-08 09-PM,ETCRUR,1131.32,1140.29,1131.32,1140,33.64,38280.55
2018-07-08 08-PM,ETCRUR,1137.96,1145.91,1131,1131.32,30.33,34372.56
2018-07-08 07-PM,ETCRUR,1132.28,1140,1130,1137.96,25.62,29000.08
2018-07-08 06-PM,ETCRUR,1137,1137.28,1132.28,1132.28,11.1,12593.35
2018-07-08 05-PM,ETCRUR,1150,1150,1137,1137,9.38,10671.19
2018-07-08 04-PM,ETCRUR,1125.07,1150,1125.07,1150,79.22,90564.72
2018-07-08 03-PM,ETCRUR,1121,1133,1121,1125.07,25.41,28601.96
2018-07-08 02-PM,ETCRUR,1139.74,1139.74,1120.8,1121,108.67,122960.18
2018-07-08 01-PM,ETCRUR,1136.97,1140,1136.97,1139.74,17.33,19723.34
2018-07-08 12-PM,ETCRUR,1131,1140,1131,1136.97,33.08,37558.96
2018-07-08 11-AM,ETCRUR,1131,1137.1,1131,1131,47.08,53327.95
2018-07-08 10-AM,ETCRUR,1138.25,1138.25,1131,1131,10.56,11953.55
2018-07-08 09-AM,ETCRUR,1131,1138.25,1131,1138.25,17.78,20200.24
2018-07-08 08-AM,ETCRUR,1131.99,1133.15,1126.08,1131,78.67,88889.73
2018-07-08 07-AM,ETCRUR,1123.19,1132,1122.75,1131.99,19.04,21484.19
2018-07-08 06-AM,ETCRUR,1135,1138.25,1120.88,1123.19,41.25,46479.5
2018-07-08 05-AM,ETCRUR,1123.31,1135,1121.25,1135,29.18,32757.65
2018-07-08 04-AM,ETCRUR,1133.54,1133.54,1122.63,1123.31,4.55,5115.01
2018-07-08 03-AM,ETCRUR,1122.32,1133.54,1121.94,1133.54,3.94,4441.05
2018-07-08 02-AM,ETCRUR,1140,1140,1122.32,1122.32,1.44,1629.54
2018-07-08 01-AM,ETCRUR,1129.76,1140,1121.97,1140,21.87,24657.21
2018-07-08 12-AM,ETCRUR,1138.29,1140,1121.25,1129.76,31.13,35000.08
2018-07-07 11-PM,ETCRUR,1108.56,1138.29,1095.93,1138.29,78.55,88592.89
2018-07-07 10-PM,ETCRUR,1098,1108.56,1089.66,1108.56,28.53,31377.66
2018-07-07 09-PM,ETCRUR,1089,1099,1089,1098,11.5,12538.66
2018-07-07 08-PM,ETCRUR,1088.57,1099,1088.57,1089,3.34,3656.95
2018-07-07 07-PM,ETCRUR,1080.52,1093.71,1080.52,1088.57,21.79,23768.78
2018-07-07 06-PM,ETCRUR,1082.92,1093.71,1080.48,1080.52,11.06,11989.94
2018-07-07 05-PM,ETCRUR,1099,1099,1082.38,1082.92,20.94,22798.14
2018-07-07 04-PM,ETCRUR,1100,1100,1087.54,1099,25.87,28203.28
2018-07-07 03-PM,ETCRUR,1102.2,1103.4,1084.36,1100,11.26,12304.52
2018-07-07 02-PM,ETCRUR,1089.29,1118,1083.25,1102.2,67.92,74292.92
2018-07-07 01-PM,ETCRUR,1110.11,1110.11,1081.44,1089.29,75.57,83029.75
2018-07-07 12-PM,ETCRUR,1111.8,1115,1100,1110.11,56.41,62399.86
2018-07-07 11-AM,ETCRUR,1117.63,1118,1111.74,1111.8,25.26,28126.48
2018-07-07 10-AM,ETCRUR,1120,1130,1113.84,1117.63,30.36,34054.26
2018-07-07 09-AM,ETCRUR,1120.95,1123,1120,1120,36.98,41427.03
2018-07-07 08-AM,ETCRUR,1125,1131.8,1120,1120.95,84.73,94976.98
2018-07-07 07-AM,ETCRUR,1125,1134.12,1125,1125,18.41,20755.47
2018-07-07 06-AM,ETCRUR,1132.15,1132.15,1125,1125,33.08,37212.8
2018-07-07 05-AM,ETCRUR,1125.88,1138.29,1125.01,1132.15,17.97,20344.39
2018-07-07 04-AM,ETCRUR,1129.98,1136.87,1120.87,1125.88,28.4,31914.82
2018-07-07 03-AM,ETCRUR,1119.62,1129.98,1119.62,1129.98,6.92,7800.3
2018-07-07 02-AM,ETCRUR,1119.62,1129.02,1119.62,1119.62,14.21,16006.14
2018-07-07 01-AM,ETCRUR,1128.31,1134.54,1100,1119.62,89.56,99121.93
2018-07-07 12-AM,ETCRUR,1130,1130.56,1128.31,1128.31,2.42,2734.56
2018-07-06 11-PM,ETCRUR,1111.22,1136.12,1111.22,1130,11.7,13107.58
2018-07-06 10-PM,ETCRUR,1128.32,1145,1111,1111.22,39.02,43611.96
2018-07-06 09-PM,ETCRUR,1115,1128.32,1111,1128.32,104.04,116725.46
2018-07-06 08-PM,ETCRUR,1111,1119.32,1110.07,1115,143.29,159197.58
2018-07-06 07-PM,ETCRUR,1111,1111,1111,1111,0.0,0.0
2018-07-06 06-PM,ETCRUR,1116,1116.1,1111,1111,37.56,41891.16
2018-07-06 05-PM,ETCRUR,1111.04,1116,1111,1116,15.74,17543.67
2018-07-06 04-PM,ETCRUR,1111,1116,1111,1111.04,27.55,30635.67
2018-07-06 03-PM,ETCRUR,1110,1120,1106,1110.83,31.82,35491.78
2018-07-06 02-PM,ETCRUR,1120,1125,1100.26,1110,41.67,46473.71
2018-07-06 01-PM,ETCRUR,1100,1120,1091,1120,105.75,116570.94
2018-07-06 12-PM,ETCRUR,1087,1103,1080.5,1100,244.79,268576.33
2018-07-06 11-AM,ETCRUR,1084.09,1093.64,1071.13,1087,39.27,42586.25
2018-07-06 10-AM,ETCRUR,1078.28,1084.09,1063.13,1084.09,48.77,52434.57
2018-07-06 09-AM,ETCRUR,1071,1078.28,1069.17,1078.28,46.5,49884.42
2018-07-06 08-AM,ETCRUR,1053.71,1084,1053.71,1071,100.33,107467.35
2018-07-06 07-AM,ETCRUR,1066.1,1067.34,1050,1053.71,58.7,62401.52
2018-07-06 06-AM,ETCRUR,1064.88,1084.09,1064.39,1066.1,24.79,26474.69
2018-07-06 05-AM,ETCRUR,1076.41,1076.66,1064.23,1064.88,12.02,12830.64
2018-07-06 04-AM,ETCRUR,1085.93,1090.54,1073.64,1076.41,24.92,26817.02
2018-07-06 03-AM,ETCRUR,1090.63,1090.63,1080.52,1085.93,18.72,20315.4
2018-07-06 02-AM,ETCRUR,1090.11,1090.75,1089,1090.63,37.89,41303.62
2018-07-06 01-AM,ETCRUR,1090.93,1099.78,1090.11,1090.11,6.38,6960.03
2018-07-06 12-AM,ETCRUR,1074.56,1100,1070.23,1090.93,62.36,67988.92
2018-07-05 11-PM,ETCRUR,1059.49,1075,1051.3,1074.56,17.61,18755.89
2018-07-05 10-PM,ETCRUR,1058.42,1061.85,1050,1059.49,19.17,20293.35
2018-07-05 09-PM,ETCRUR,1046.03,1058.42,1046.03,1058.42,48.2,50900.99
2018-07-05 08-PM,ETCRUR,1054.73,1057.83,1041.99,1046.03,38.72,40420.93
2018-07-05 07-PM,ETCRUR,1045.96,1058.3,1040.09,1054.73,24.32,25413.17
2018-07-05 06-PM,ETCRUR,1045.3,1058.42,1044.95,1045.96,31.0,32423.33
2018-07-05 05-PM,ETCRUR,1050.02,1058.42,1045.3,1045.3,28.71,30184.87
2018-07-05 04-PM,ETCRUR,1050.1,1058.63,1050,1050.02,26.82,28205.87
2018-07-05 03-PM,ETCRUR,1056,1059.49,1050,1050.1,31.95,33587.25
2018-07-05 02-PM,ETCRUR,1057,1065.46,1055,1056,79.03,83548.78
2018-07-05 01-PM,ETCRUR,1060.46,1062.2,1056.33,1057,35.01,37010.46
2018-07-05 12-PM,ETCRUR,1058.93,1065,1056.23,1060.46,15.51,16415.18
2018-07-05 11-AM,ETCRUR,1055.87,1071.88,1048.2,1058.93,39.53,42176.43
2018-07-05 10-AM,ETCRUR,1040.1,1061.75,1035,1055.87,133.17,139764.85
2018-07-05 09-AM,ETCRUR,1055,1056,1040.1,1040.1,37.47,39162.89
2018-07-05 08-AM,ETCRUR,1049,1056,1045.19,1055,17.58,18399.24
2018-07-05 07-AM,ETCRUR,1040.1,1052.17,1040.1,1049,51.46,53868.72
2018-07-05 06-AM,ETCRUR,1056.61,1056.61,1040,1040.1,24.35,25591.21
2018-07-05 05-AM,ETCRUR,1046.13,1058.5,1046.13,1056.61,24.27,25645.25
2018-07-05 04-AM,ETCRUR,1055,1060.53,1045.29,1046.13,48.9,51256.89
2018-07-05 03-AM,ETCRUR,1050,1055,1044.51,1055,4.43,4645.48
2018-07-05 02-AM,ETCRUR,1053.02,1054.79,1043.91,1050,4.2,4410.26
2018-07-05 01-AM,ETCRUR,1048.3,1053.02,1040.56,1053.02,12.13,12696.96
2018-07-05 12-AM,ETCRUR,1041.76,1048.3,1041.38,1048.3,13.12,13714.18
2018-07-04 11-PM,ETCRUR,1050.07,1050.07,1041.7,1041.76,7.3,7607.58
2018-07-04 10-PM,ETCRUR,1054.82,1061,1050.07,1050.07,34.41,36295.49
2018-07-04 09-PM,ETCRUR,1043.5,1054.82,1043.5,1054.82,30.12,31623.78
2018-07-04 08-PM,ETCRUR,1042.6,1049.96,1041.89,1043.5,52.94,55496.29
2018-07-04 07-PM,ETCRUR,1049,1049,1040.5,1042.6,27.88,29160.65
2018-07-04 06-PM,ETCRUR,1043.68,1049.96,1040.5,1049,85.26,89386.86
2018-07-04 05-PM,ETCRUR,1050,1050,1040,1043.68,21.13,21991.86
2018-07-04 04-PM,ETCRUR,1042.88,1066.6,1041.7,1050,57.66,60600.2
2018-07-04 03-PM,ETCRUR,1040.45,1063,1040.45,1042.88,167.31,174959.77
2018-07-04 02-PM,ETCRUR,1023.39,1040.66,1013.29,1040.45,81.44,84044.7
2018-07-04 01-PM,ETCRUR,1014.2,1040.26,1010,1023.39,72.13,74236.04
2018-07-04 12-PM,ETCRUR,1005.63,1035,1005.63,1014.2,73.07,74275.6
2018-07-04 11-AM,ETCRUR,998.18,1019.69,998.18,1005.63,50.76,51114.59
2018-07-04 10-AM,ETCRUR,994.4,1004,994.4,998.18,12.51,12497.85
2018-07-04 09-AM,ETCRUR,992.41,1010,992.41,994.4,34.8,34777.47
2018-07-04 08-AM,ETCRUR,1001.38,1013,986,992.41,27.01,26968.96
2018-07-04 07-AM,ETCRUR,1000,1001.38,984.2,1001.38,21.29,21125.87
2018-07-04 06-AM,ETCRUR,985.56,1000,983.29,1000,61.96,61107.18
2018-07-04 05-AM,ETCRUR,985,985.56,982.35,985.56,10.76,10582.29
2018-07-04 04-AM,ETCRUR,990,995.42,981.75,985,42.16,41641.58
2018-07-04 03-AM,ETCRUR,995,1002,990,990,16.44,16347.61
2018-07-04 02-AM,ETCRUR,996,997.56,995,995,7.25,7219.74
2018-07-04 01-AM,ETCRUR,997.2,1003.79,996,996,12.38,12335.0
2018-07-04 12-AM,ETCRUR,1000,1025,996,997.2,124.84,127529.97
2018-07-03 11-PM,ETCRUR,1003.28,1003.28,1000,1000,1.35,1349.44
2018-07-03 10-PM,ETCRUR,1008.2,1008.2,1000,1003.28,1.83,1833.95
2018-07-03 09-PM,ETCRUR,1013.93,1020.01,1006.61,1008.2,8.08,8207.43
2018-07-03 08-PM,ETCRUR,1004.49,1020,998,1013.93,27.07,27319.1
2018-07-03 07-PM,ETCRUR,1000,1010,998,1004.49,30.2,30268.23
2018-07-03 06-PM,ETCRUR,1000,1006.92,999.9,1000,29.69,29789.38
2018-07-03 05-PM,ETCRUR,1008,1008,1000,1000,8.91,8945.19
2018-07-03 04-PM,ETCRUR,1007,1032.23,1007,1008,30.66,31077.34
2018-07-03 03-PM,ETCRUR,1006,1008.01,998,1007,20.72,20794.46
2018-07-03 02-PM,ETCRUR,1012.99,1012.99,998,1006,26.46,26513.85
2018-07-03 01-PM,ETCRUR,1002.99,1013.04,1002,1012.99,28.4,28497.89
2018-07-03 12-PM,ETCRUR,1012,1014.89,1002.99,1002.99,11.06,11169.91
2018-07-03 11-AM,ETCRUR,1017.9,1021.2,1009.4,1012,27.51,27910.23
2018-07-03 10-AM,ETCRUR,1032.84,1032.84,1007.8,1017.9,58.98,59772.75
2018-07-03 09-AM,ETCRUR,1021.67,1032.84,1021,1032.84,19.95,20429.08
2018-07-03 08-AM,ETCRUR,1026.67,1031.71,1002,1021.67,21.72,22296.92
2018-07-03 07-AM,ETCRUR,1018.02,1029.46,1018.02,1026.67,21.35,21868.48
2018-07-03 06-AM,ETCRUR,1033.77,1033.77,1014.88,1018.02,15.35,15647.65
2018-07-03 05-AM,ETCRUR,1026.05,1033.77,1026.05,1033.77,38.73,40030.62
2018-07-03 04-AM,ETCRUR,1025,1036.26,1020,1026.05,20.09,20617.32
2018-07-03 03-AM,ETCRUR,1019.92,1025,1015,1025,45.37,46268.6
2018-07-03 02-AM,ETCRUR,1020,1020.02,1015,1019.92,35.79,36434.2
2018-07-03 01-AM,ETCRUR,1020,1020.05,1020,1020,5.1,5201.52
2018-07-03 12-AM,ETCRUR,1020,1024.9,1020,1020,16.31,16634.34
2018-07-02 11-PM,ETCRUR,1020,1024.9,1020,1020,1.01,1032.22
2018-07-02 10-PM,ETCRUR,1021.6,1024.9,1015.03,1020,32.78,33431.9
2018-07-02 09-PM,ETCRUR,1015.47,1021.6,1015.03,1021.6,42.84,43663.85
2018-07-02 08-PM,ETCRUR,1015,1019.8,1015,1015.47,20.16,20460.63
