Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AEE,Volume TH
2019-07-03,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-07-02,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-07-01,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-30,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-29,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-28,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-27,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-26,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-25,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-24,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-23,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-22,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-21,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-20,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-19,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-18,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-17,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-16,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-15,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-14,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-13,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-12,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-11,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-10,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-09,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-08,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-07,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-06,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-05,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-04,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-03,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-02,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-06-01,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-31,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-30,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-29,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-28,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-27,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-26,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-25,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-24,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-23,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-22,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-21,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-20,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-19,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-18,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-17,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-16,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-15,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-14,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-13,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-12,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-11,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-10,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-09,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-08,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-07,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-06,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-05,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-04,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-03,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-02,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-05-01,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-30,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-29,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-28,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-27,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-26,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-25,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-24,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-23,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-22,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-21,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-20,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-19,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-18,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-17,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-16,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-15,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-14,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-13,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-12,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-11,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-10,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-09,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-08,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-07,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-06,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-05,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-04,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-03,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-02,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-04-01,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-31,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-30,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-29,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-28,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-27,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-26,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-25,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-24,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-23,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-22,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-21,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-20,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-19,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-18,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-17,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-16,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-15,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-14,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-13,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-12,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-11,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
2019-03-10,AEETH,0.006183,0.006183,0.006183,0.006183,0.0,0.0
