Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-08-07,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-08-06,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-08-05,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-08-04,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-08-03,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-08-02,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-08-01,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-31,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-30,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-29,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-28,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-27,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-26,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-25,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-24,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-23,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-22,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-21,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-20,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-19,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-18,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-17,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-16,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-15,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-14,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-13,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-12,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-11,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-10,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-09,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-08,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-07,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-06,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-05,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-04,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-03,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-02,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-07-01,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-30,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-29,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-28,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-27,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-26,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-25,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-24,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-23,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-22,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-21,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-20,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-19,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-18,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-17,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-16,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-15,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-14,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-13,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-12,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-11,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-10,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-09,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-08,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-07,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-06,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-05,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-04,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-03,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-02,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-06-01,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-31,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-30,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-29,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-28,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-27,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-26,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-25,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-24,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-23,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-22,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-21,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-20,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-19,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-18,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-17,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-16,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-15,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-14,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-13,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-12,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-11,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-10,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-09,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-08,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-07,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-06,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-05,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-04,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-03,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-02,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-05-01,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-30,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-29,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-28,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-27,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-26,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-25,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-24,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-23,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-22,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-21,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-20,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-19,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-18,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-17,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-16,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-15,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-14,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-13,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-12,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-11,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-10,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-09,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-08,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-07,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-06,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-05,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-04,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-03,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-02,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-04-01,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-19,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-18,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-17,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-16,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-15,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-14,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-13,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
2019-03-12,LTCUSD,49.3,49.3,49.3,49.3,0.0,0.0
