Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-08-07 03-AM,ETHEUR,202.12,202.56,201.7,201.74,1074.73,217291.45
2019-08-07 02-AM,ETHEUR,200.92,202.51,200.92,202.12,344.94,69573.01
2019-08-07 01-AM,ETHEUR,200.66,201.61,200.66,200.92,98.41,19775.11
2019-08-07 12-AM,ETHEUR,201.6,201.65,199.87,200.66,171.15,34381.44
2019-08-06 11-PM,ETHEUR,200.37,201.99,199.87,201.6,380.58,76439.3
2019-08-06 10-PM,ETHEUR,199.75,201.06,199.09,200.37,559.9,111941.13
2019-08-06 09-PM,ETHEUR,201.77,201.94,198.55,199.75,2346.38,468940.46
2019-08-06 08-PM,ETHEUR,203.21,203.47,200.74,201.77,1300.69,262422.29
2019-08-06 07-PM,ETHEUR,204.34,205.03,202.55,203.21,3576.33,730235.82
2019-08-06 06-PM,ETHEUR,204.16,204.61,203.91,204.34,425.56,86916.56
2019-08-06 05-PM,ETHEUR,205.31,205.64,204.08,204.16,818.32,167866.48
2019-08-06 04-PM,ETHEUR,203.81,205.66,203.54,205.31,2376.26,487473.72
2019-08-06 03-PM,ETHEUR,204.88,205.16,203.52,203.81,2372.28,485263.99
2019-08-06 02-PM,ETHEUR,206.03,206.19,204.27,204.88,753.57,154707.28
2019-08-06 01-PM,ETHEUR,203.86,206.38,203.69,206.03,938.47,192528.82
2019-08-06 12-PM,ETHEUR,204.97,205.09,201.64,203.86,3864.95,785649.22
2019-08-06 11-AM,ETHEUR,205.59,206.43,204.19,204.97,2194.42,450274.62
2019-08-06 10-AM,ETHEUR,210.06,213.89,203.54,205.59,9189.78,1913082.35
2019-08-06 09-AM,ETHEUR,208.5,210.3,208.5,210.06,942.07,197096.59
2019-08-06 08-AM,ETHEUR,207.88,209.34,207.76,208.5,1256.59,262247.54
2019-08-06 07-AM,ETHEUR,207.58,209.86,207.58,207.88,2566.73,536080.15
2019-08-06 06-AM,ETHEUR,204.75,207.97,204.75,207.58,1073.31,222165.03
2019-08-06 05-AM,ETHEUR,203.33,204.9,203.33,204.75,534.63,109212.47
2019-08-06 04-AM,ETHEUR,203.8,203.87,203,203.33,350.12,71154.15
2019-08-06 03-AM,ETHEUR,203.81,204.11,203.3,203.8,39.66,8082.47
2019-08-06 02-AM,ETHEUR,203.49,204.17,202.91,203.81,1849.42,376360.4
2019-08-06 01-AM,ETHEUR,204.74,204.83,202,203.49,1883.38,383179.91
2019-08-06 12-AM,ETHEUR,207.03,207.11,204.5,204.74,1054.4,216443.18
2019-08-05 11-PM,ETHEUR,207.29,207.29,205.56,207.03,840.94,173522.01
2019-08-05 10-PM,ETHEUR,207.3,208.16,206.89,207.29,354.78,73640.91
2019-08-05 09-PM,ETHEUR,206.57,207.99,206.11,207.3,1610.34,332733.58
2019-08-05 08-PM,ETHEUR,207.23,207.78,206.53,206.57,1151.64,238540.31
2019-08-05 07-PM,ETHEUR,208.26,208.27,207.12,207.23,732.93,152166.22
2019-08-05 06-PM,ETHEUR,207.95,208.61,207.72,208.26,906.0,188513.62
2019-08-05 05-PM,ETHEUR,209.95,210,207.75,207.95,3861.15,807757.4
2019-08-05 04-PM,ETHEUR,207.77,210.56,206.61,209.95,6410.12,1337962.23
2019-08-05 03-PM,ETHEUR,206.46,207.77,205.36,207.77,1554.95,320696.45
2019-08-05 02-PM,ETHEUR,206.85,207.21,206.17,206.46,1209.78,250151.99
2019-08-05 01-PM,ETHEUR,208.68,208.68,206.74,206.85,913.9,189767.54
2019-08-05 12-PM,ETHEUR,209.04,209.72,207.63,208.68,1052.48,219918.0
2019-08-05 11-AM,ETHEUR,208.32,211.89,208.27,209.04,2540.14,533505.48
2019-08-05 10-AM,ETHEUR,206.56,210.15,206.38,208.32,3628.92,757217.66
2019-08-05 09-AM,ETHEUR,205.71,206.6,205.49,206.56,2058.65,423894.15
2019-08-05 08-AM,ETHEUR,205.05,205.71,204.83,205.71,1745.42,358249.69
2019-08-05 07-AM,ETHEUR,205.72,206.56,204.91,205.05,3141.03,646435.9
2019-08-05 06-AM,ETHEUR,204.86,206.02,204.86,205.72,1658.65,340918.11
2019-08-05 05-AM,ETHEUR,205.2,205.36,204.76,204.86,843.89,173130.77
2019-08-05 04-AM,ETHEUR,205.85,206.73,205.12,205.2,706.09,145512.61
2019-08-05 03-AM,ETHEUR,206.3,207.07,205.08,205.85,2711.8,557762.48
2019-08-05 02-AM,ETHEUR,204.18,207.32,203.51,206.3,1931.91,396837.33
2019-08-05 01-AM,ETHEUR,203.7,204.83,203.27,204.18,1213.52,247813.23
2019-08-05 12-AM,ETHEUR,200.49,204.49,200.3,203.7,1427.41,289580.05
2019-08-04 11-PM,ETHEUR,200.24,200.59,199.82,200.49,199.8,39997.18
2019-08-04 10-PM,ETHEUR,199.19,201,199.19,200.24,1422.2,284448.79
2019-08-04 09-PM,ETHEUR,199.09,199.7,198.24,199.19,529.0,105190.87
2019-08-04 08-PM,ETHEUR,198.83,199.61,198.68,199.09,210.71,41918.2
2019-08-04 07-PM,ETHEUR,198.97,199.18,198.59,198.83,137.78,27399.69
2019-08-04 06-PM,ETHEUR,198.11,199.29,198.06,198.97,178.37,35471.97
2019-08-04 05-PM,ETHEUR,198.53,198.62,197.81,198.11,706.05,140127.37
2019-08-04 04-PM,ETHEUR,198.92,199.46,198.01,198.53,642.09,127421.72
2019-08-04 03-PM,ETHEUR,198.57,199.76,198.57,198.92,347.99,69364.51
2019-08-04 02-PM,ETHEUR,197.5,199.14,197.32,198.57,223.81,44388.48
2019-08-04 01-PM,ETHEUR,196.71,197.55,196.71,197.5,276.27,54536.38
2019-08-04 12-PM,ETHEUR,196.62,197.5,196.62,196.71,181.77,35830.51
2019-08-04 11-AM,ETHEUR,197.46,197.46,196.61,196.62,105.49,20774.59
2019-08-04 10-AM,ETHEUR,197.37,197.5,197.01,197.46,158.73,31312.79
2019-08-04 09-AM,ETHEUR,197.01,197.5,196.46,197.37,285.78,56240.82
2019-08-04 08-AM,ETHEUR,196.46,197.03,196.46,197.01,254.84,50165.5
2019-08-04 07-AM,ETHEUR,197.14,197.34,196.46,196.46,147.96,29159.06
2019-08-04 06-AM,ETHEUR,196.78,197.2,196.78,197.14,169.51,33396.05
2019-08-04 05-AM,ETHEUR,195.88,197.08,195.69,196.78,251.63,49429.23
2019-08-04 04-AM,ETHEUR,197.47,197.47,195.32,195.88,613.13,120146.12
2019-08-04 03-AM,ETHEUR,198.74,198.9,196.31,197.47,572.49,112989.92
2019-08-04 02-AM,ETHEUR,200.15,200.16,198.46,198.74,164.13,32657.66
2019-08-04 01-AM,ETHEUR,200.14,200.37,200.07,200.15,40.09,8024.37
2019-08-04 12-AM,ETHEUR,199.6,200.69,199.4,200.14,261.75,52345.65
2019-08-03 11-PM,ETHEUR,199.78,199.78,199.09,199.6,58.81,11730.32
2019-08-03 10-PM,ETHEUR,199.01,199.78,198.77,199.78,96.01,19120.75
2019-08-03 09-PM,ETHEUR,199.96,199.96,198.67,199.01,242.63,48271.49
2019-08-03 08-PM,ETHEUR,199.7,199.98,199.33,199.96,641.07,127913.44
2019-08-03 07-PM,ETHEUR,199.91,200.2,199.35,199.7,180.06,35966.42
2019-08-03 06-PM,ETHEUR,199.98,200.75,199.8,199.91,193.03,38677.4
2019-08-03 05-PM,ETHEUR,199.66,200.37,199.51,199.98,436.1,87176.74
2019-08-03 04-PM,ETHEUR,198.31,199.88,197.98,199.66,108.66,21653.97
2019-08-03 03-PM,ETHEUR,200.54,200.67,197.01,198.31,1319.36,261574.7
2019-08-03 02-PM,ETHEUR,200.53,200.91,200.37,200.54,559.46,112276.23
2019-08-03 01-PM,ETHEUR,200.3,201.13,200.19,200.53,1095.98,219834.56
2019-08-03 12-PM,ETHEUR,200.49,200.49,199.47,200.3,1782.29,356807.2
2019-08-03 11-AM,ETHEUR,200.53,200.65,200.4,200.49,328.48,65884.73
2019-08-03 10-AM,ETHEUR,199.93,200.69,199.58,200.53,181.42,36287.84
2019-08-03 09-AM,ETHEUR,200.02,200.9,199.18,199.93,650.31,129969.87
2019-08-03 08-AM,ETHEUR,200.92,200.96,200,200.02,827.53,166006.68
2019-08-03 07-AM,ETHEUR,200.48,200.92,200.2,200.92,487.19,97682.42
2019-08-03 06-AM,ETHEUR,199.9,200.68,199.81,200.48,289.43,58014.12
2019-08-03 05-AM,ETHEUR,200.13,200.25,199.62,199.9,495.44,99014.02
2019-08-03 04-AM,ETHEUR,199.71,200.25,199.4,200.13,424.44,84875.22
2019-08-03 03-AM,ETHEUR,201,201,199.07,199.71,2048.78,409910.9
2019-08-03 02-AM,ETHEUR,197.66,201.94,197.45,201,3967.84,796619.55
2019-08-03 01-AM,ETHEUR,195.1,198.14,195.1,197.66,470.04,92417.79
2019-08-03 12-AM,ETHEUR,196.01,196.16,195.03,195.1,87.01,17012.39
2019-08-02 11-PM,ETHEUR,195.92,196.01,195.59,196.01,71.05,13904.8
2019-08-02 10-PM,ETHEUR,194.58,196,194.47,195.92,2187.93,426952.77
2019-08-02 09-PM,ETHEUR,194.19,194.92,193.7,194.58,285.85,55573.9
2019-08-02 08-PM,ETHEUR,195.27,195.3,193.54,194.19,523.22,101649.09
2019-08-02 07-PM,ETHEUR,195.74,195.78,195.01,195.27,259.8,50742.07
2019-08-02 06-PM,ETHEUR,195.52,196.07,195.31,195.74,760.22,148752.13
2019-08-02 05-PM,ETHEUR,195.06,195.52,194.83,195.52,350.38,68364.4
2019-08-02 04-PM,ETHEUR,198,198.79,193.26,195.06,4782.6,934383.21
2019-08-02 03-PM,ETHEUR,198.69,199,198,198,509.04,101040.55
2019-08-02 02-PM,ETHEUR,198.08,198.69,197.9,198.69,718.41,142267.91
2019-08-02 01-PM,ETHEUR,198.63,198.71,197.9,198.08,723.81,143557.95
2019-08-02 12-PM,ETHEUR,197.47,198.64,197.2,198.63,622.26,122965.68
2019-08-02 11-AM,ETHEUR,198.22,198.57,197.3,197.47,1980.39,392148.81
2019-08-02 10-AM,ETHEUR,197.57,198.57,197.57,198.22,658.53,130404.77
2019-08-02 09-AM,ETHEUR,198.39,198.89,197.56,197.57,1910.91,378330.95
2019-08-02 08-AM,ETHEUR,199.34,199.86,197.99,198.39,899.45,178640.21
2019-08-02 07-AM,ETHEUR,198.73,201,198.61,199.34,1714.76,342744.39
2019-08-02 06-AM,ETHEUR,195.6,199,195.4,198.73,2448.28,483526.84
2019-08-02 05-AM,ETHEUR,195.28,195.67,195.13,195.6,205.47,40141.41
2019-08-02 04-AM,ETHEUR,195.2,195.64,195.14,195.28,170.93,33403.3
2019-08-02 03-AM,ETHEUR,195.77,195.77,195.01,195.2,430.05,83961.24
2019-08-02 02-AM,ETHEUR,195.38,195.9,195.38,195.77,108.89,21320.05
2019-08-02 01-AM,ETHEUR,195.22,195.56,195.17,195.38,639.03,124766.3
2019-08-02 12-AM,ETHEUR,196.2,196.49,194.55,195.22,351.43,68708.75
2019-08-01 11-PM,ETHEUR,196.22,196.26,195.57,196.2,600.76,117586.24
2019-08-01 10-PM,ETHEUR,195.8,196.54,195.8,196.22,327.05,64136.5
