Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume JPY
2018-09-17,BTCJPY,727098,730777,693500,698797,7084.35,5035339633.82
2018-09-16,BTCJPY,729500,730216,715511,727098,2439.92,1767360288.99
2018-09-15,BTCJPY,725993,733426,724000,729500,3200.37,2334380409.89
2018-09-14,BTCJPY,726603,736330,716222,725993,6065.31,4411250641.65
2018-09-13,BTCJPY,703648,730000,703524,726603,6826.09,4905360170.52
2018-09-12,BTCJPY,701486,705453,692050,703648,4771.82,3333772869.28
2018-09-11,BTCJPY,701036,713150,688000,701486,5993.55,4208439629.01
2018-09-10,BTCJPY,691935,705000,691913,701036,5506.46,3847666558.67
2018-09-09,BTCJPY,689333,716186,685717,691935,5447.85,3816758419.76
2018-09-08,BTCJPY,711586,721200,683333,689333,5787.46,4067287545.89
2018-09-07,BTCJPY,718468,723200,700501,711586,7577.14,5417410661.63
2018-09-06,BTCJPY,743000,745530,695355,718468,13994.28,9995936328.94
2018-09-05,BTCJPY,818782,823600,740000,743000,11229.56,8829846817.53
2018-09-04,BTCJPY,805796,824000,803302,818782,5853.8,4764727851.61
2018-09-03,BTCJPY,809923,812117,797206,805796,5674.47,4565582677.38
2018-09-02,BTCJPY,798680,813000,790500,809923,7433.35,5977820347.26
2018-09-01,BTCJPY,777001,805068,777000,798680,5038.95,3984577497.52
2018-08-31,BTCJPY,776226,784799,762449,777001,8462.22,6545851932.71
2018-08-30,BTCJPY,783656,786063,754477,776226,7609.34,5863491151.03
2018-08-29,BTCJPY,786782,790665,772830,783656,6823.43,5349806759.07
2018-08-28,BTCJPY,765480,792700,762000,786782,8120.82,6299605487.95
2018-08-27,BTCJPY,745667,766450,739000,765480,6242.04,4665257767.81
2018-08-26,BTCJPY,747348,751111,729570,745667,4475.25,3317516193.94
2018-08-25,BTCJPY,743130,756941,738585,747348,5688.75,4248177293.23
2018-08-24,BTCJPY,725049,748165,719860,743130,6982.35,5093132524.69
2018-08-23,BTCJPY,704000,729970,702308,725049,6451.58,4605461184.42
2018-08-22,BTCJPY,714082,756900,691001,704000,14245.35,10351584456.3
2018-08-21,BTCJPY,691460,718500,689594,714082,7229.35,5099706494.9
2018-08-20,BTCJPY,716759,720501,689000,691460,7100.23,5043860253.38
2018-08-19,BTCJPY,709028,724000,700555,716759,4107.07,2918777498.37
2018-08-18,BTCJPY,729042,733000,699000,709028,4900.56,3503746538.95
2018-08-17,BTCJPY,703784,730000,700295,729042,8232.88,5902175788.33
2018-08-16,BTCJPY,693135,719000,687212,703784,8752.08,6161425557.62
2018-08-15,BTCJPY,689388,731987,688515,693135,12258.14,8682290682.37
2018-08-14,BTCJPY,695829,696620,655080,689388,11942.13,8039684460.96
2018-08-13,BTCJPY,701387,721650,685000,695829,9429.64,6638667759.43
2018-08-12,BTCJPY,678310,678310,678310,678310,0.0,0.0
2018-08-11,BTCJPY,685317,688690,672003,678310,4322.61,2941779176.42
2018-08-10,BTCJPY,727133,731200,670000,685317,11709.15,8250466786.13
2018-08-09,BTCJPY,696036,735900,690400,727133,9862.25,6994826718.56
2018-08-08,BTCJPY,748608,748608,675000,696036,12777.13,9116677058.92
2018-08-07,BTCJPY,771586,795000,745075,748608,7615.6,5890943624.75
2018-08-06,BTCJPY,783718,796333,760000,771586,7182.08,5599418353.97
2018-08-05,BTCJPY,780152,786520,765674,783718,5092.37,3950484825.06
2018-08-04,BTCJPY,823796,830585,766890,780152,6454.67,5134437424.05
2018-08-03,BTCJPY,841000,841000,813501,823796,6832.78,5636346504.86
2018-08-02,BTCJPY,847776,858702,832161,841000,6463.48,5470198575.08
2018-08-01,BTCJPY,861906,865000,831000,847776,8616.29,7282284760.11
2018-07-31,BTCJPY,902578,903034,851133,861906,9981.95,8783691244.44
2018-07-30,BTCJPY,907870,914000,855931,902578,8173.71,7319944353.06
2018-07-29,BTCJPY,909999,915930,901998,907870,3970.52,3608970130.17
2018-07-28,BTCJPY,908061,911888,894000,909999,4613.62,4176904107.3
2018-07-27,BTCJPY,878897,929600,860998,908061,10065.11,8951507971.56
2018-07-26,BTCJPY,903896,919650,870001,878897,8316.43,7486054138.67
2018-07-25,BTCJPY,932000,942530,886596,903896,9913.33,9069541536.84
2018-07-24,BTCJPY,860318,942500,857500,932000,13876.61,12475536073.0
2018-07-23,BTCJPY,823502,868750,821501,860318,8449.43,7196591607.27
2018-07-22,BTCJPY,825010,840000,815000,823502,4760.03,3939935070.33
2018-07-21,BTCJPY,819892,828442,803062,825010,3504.16,2863893079.47
2018-07-20,BTCJPY,834726,854511,811840,819892,7639.64,6344815629.91
2018-07-19,BTCJPY,824755,842200,815460,834726,5939.67,4920104563.73
2018-07-18,BTCJPY,822004,845000,810280,824755,9939.46,8250065165.61
2018-07-17,BTCJPY,757419,854710,748323,822004,11200.25,8872923778.83
2018-07-16,BTCJPY,713100,760000,712000,757419,8566.29,6318700443.21
2018-07-15,BTCJPY,703009,716700,700778,713100,2112.16,1499670317.09
2018-07-14,BTCJPY,699000,707757,696211,703009,1894.52,1328434269.26
2018-07-13,BTCJPY,703320,709989,689876,699000,3546.48,2488102888.56
2018-07-12,BTCJPY,715728,715728,685103,703320,4171.0,2915745724.16
2018-07-11,BTCJPY,701000,720000,698225,715728,5260.13,3721511771.88
2018-07-10,BTCJPY,738503,739460,696777,701000,6876.82,4934414320.81
2018-07-09,BTCJPY,738231,748494,735000,738503,4247.87,3141713689.18
2018-07-08,BTCJPY,741807,745000,734702,738231,3604.39,2671616490.34
2018-07-07,BTCJPY,728865,744000,719196,741807,4430.1,3224896783.73
2018-07-06,BTCJPY,722570,732010,713187,728865,4752.55,3434666707.37
2018-07-05,BTCJPY,727595,738673,715000,722570,8671.4,6313312496.24
