Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume RUR
2018-07-01 07-PM,ETHRUR,27300,28109,27300,27850,16.67,465013.5
2018-07-01 06-PM,ETHRUR,27453.27,27486.13,27246,27300,8.56,233689.25
2018-07-01 05-PM,ETHRUR,27393.85,27477.08,27245,27453.27,8.59,234918.89
2018-07-01 04-PM,ETHRUR,27543.63,27555.76,27363,27393.85,3.31,90929.34
2018-07-01 03-PM,ETHRUR,27422.76,27546.16,27386.16,27543.63,2.85,78092.87
2018-07-01 02-PM,ETHRUR,27363,27698,27308.82,27422.76,6.32,173880.95
2018-07-01 01-PM,ETHRUR,27525,27690,27355,27363,6.23,170688.52
2018-07-01 12-PM,ETHRUR,27620.08,27700,27435,27525,3.12,86058.32
2018-07-01 11-AM,ETHRUR,27798,27877,27500,27620.08,3.25,89825.82
2018-07-01 10-AM,ETHRUR,27750,27900,27520,27798,9.85,272169.44
2018-07-01 09-AM,ETHRUR,27433.07,27757.2,27376.8,27750,19.08,524951.97
2018-07-01 08-AM,ETHRUR,27488.94,27680,27310,27433.07,7.63,209522.1
2018-07-01 07-AM,ETHRUR,27340,27538,27307.81,27488.94,6.85,187832.79
2018-07-01 06-AM,ETHRUR,27425.93,27538,27340,27340,4.18,114709.63
2018-07-01 05-AM,ETHRUR,27341.47,27697.89,27300,27425.93,5.04,138253.9
2018-07-01 04-AM,ETHRUR,27300.01,27697.89,27300.01,27341.47,2.89,79101.23
2018-07-01 03-AM,ETHRUR,27477.45,27709,27300,27300.01,1.43,39367.89
2018-07-01 02-AM,ETHRUR,27606,27709,27322.8,27477.45,1.56,43110.46
2018-07-01 01-AM,ETHRUR,27675.18,27700,27399.36,27606,3.26,89948.81
2018-07-01 12-AM,ETHRUR,27398.32,27679.06,27176.62,27675.18,0.3759,10362.2
2018-06-30 11-PM,ETHRUR,27380,27600,27102,27398.32,2.55,69909.89
2018-06-30 10-PM,ETHRUR,27152.16,27380,27098.58,27380,2.12,57712.52
2018-06-30 09-PM,ETHRUR,27322.58,27390.71,27057,27152.16,5.58,151421.27
2018-06-30 08-PM,ETHRUR,27054.55,27322.58,27006,27322.58,2.59,70252.36
2018-06-30 07-PM,ETHRUR,27102.8,27300,27006,27054.55,9.38,254968.3
2018-06-30 06-PM,ETHRUR,27685.16,27710.08,27102.8,27102.8,5.18,141714.57
2018-06-30 05-PM,ETHRUR,27593.28,27700,27200,27685.16,3.6,98565.67
2018-06-30 04-PM,ETHRUR,27680,27680,27400,27593.28,3.62,99700.94
2018-06-30 03-PM,ETHRUR,27782,27782,27410.85,27680,3.45,95389.05
2018-06-30 02-PM,ETHRUR,27713,27962.45,27537.28,27782,7.28,202645.62
2018-06-30 01-PM,ETHRUR,27792.22,27967.8,27250,27713,10.29,285181.6
2018-06-30 12-PM,ETHRUR,27690.02,27887.18,27603,27792.22,3.81,105822.55
2018-06-30 11-AM,ETHRUR,27800,27996.8,27657.69,27690.02,5.03,139649.87
2018-06-30 10-AM,ETHRUR,27984.58,28000,27713,27800,3.25,90318.18
2018-06-30 09-AM,ETHRUR,27711.03,27984.58,27711.03,27984.58,6.11,170011.39
2018-06-30 08-AM,ETHRUR,27711,27800,27711,27711.03,7.12,197539.29
2018-06-30 07-AM,ETHRUR,27695,27900,27638.11,27711,8.07,224180.31
2018-06-30 06-AM,ETHRUR,27751,28122.28,27668,27695,6.93,193224.62
2018-06-30 05-AM,ETHRUR,27799,27989,27619.23,27751,5.06,140727.4
2018-06-30 04-AM,ETHRUR,27499,27799,27000,27799,19.93,551188.15
2018-06-30 03-AM,ETHRUR,27718.42,27790,26909.5,27499,5.6,152767.13
2018-06-30 02-AM,ETHRUR,27890.07,28001.89,26751.05,27718.42,4.61,128111.49
2018-06-30 01-AM,ETHRUR,26920,28300,26920,27890.07,9.04,249360.11
2018-06-30 12-AM,ETHRUR,27000.22,27150,26634.89,26920,2.91,78188.78
2018-06-29 11-PM,ETHRUR,26700.66,27000.22,26464.8,27000.22,4.38,117896.76
2018-06-29 10-PM,ETHRUR,26000,26700.66,25900.64,26700.66,8.95,235007.04
2018-06-29 09-PM,ETHRUR,25749.73,26000,25636.78,26000,7.33,188769.45
2018-06-29 08-PM,ETHRUR,25660,26000,25618.63,25749.73,7.99,206214.09
2018-06-29 07-PM,ETHRUR,26000,26006,25601,25660,6.35,163883.57
2018-06-29 06-PM,ETHRUR,26007.84,26007.84,26000,26000,4.37,113630.74
2018-06-29 05-PM,ETHRUR,26030,26178,26006,26007.84,12.32,320569.46
2018-06-29 04-PM,ETHRUR,26191.1,26191.1,26007.84,26030,7.7,200551.66
2018-06-29 03-PM,ETHRUR,26011,26290,26006,26191.1,8.89,232781.14
2018-06-29 02-PM,ETHRUR,26090,26290,26006,26011,11.79,308001.52
2018-06-29 01-PM,ETHRUR,26514,26514,26015,26090,7.2,188721.16
2018-06-29 12-PM,ETHRUR,26700,26700,26500.5,26514,6.14,163015.8
2018-06-29 11-AM,ETHRUR,26700,26700,26700,26700,7.57,202126.55
2018-06-29 10-AM,ETHRUR,26800,26800,26600,26700,6.78,181099.59
2018-06-29 09-AM,ETHRUR,26636,26878,26600,26800,6.64,177443.03
2018-06-29 08-AM,ETHRUR,26723.1,26969.99,26600,26636,9.78,261261.1
2018-06-29 07-AM,ETHRUR,27000,27000,26706.1,26723.1,3.67,98319.48
2018-06-29 06-AM,ETHRUR,26755.09,27000,26646,27000,9.82,262884.71
2018-06-29 05-AM,ETHRUR,27000,27000,26635.23,26755.09,10.11,271397.29
2018-06-29 04-AM,ETHRUR,27000,27218.7,27000,27000,5.79,156539.45
2018-06-29 03-AM,ETHRUR,27100,27219,27000,27000,3.93,106283.1
2018-06-29 02-AM,ETHRUR,27026.08,27280,27000,27100,1.73,46643.04
2018-06-29 01-AM,ETHRUR,27191.39,27308.59,27026.08,27026.08,1.64,44668.72
2018-06-29 12-AM,ETHRUR,27191.39,27308.59,27191.39,27191.39,2.79,76022.81
2018-06-28 11-PM,ETHRUR,27026.08,27248,27026.08,27191.39,2.06,55583.11
2018-06-28 10-PM,ETHRUR,27099.21,27295.14,27026.08,27026.08,5.85,158484.02
2018-06-28 09-PM,ETHRUR,27295.14,27295.14,27099.21,27099.21,3.56,96652.46
2018-06-28 08-PM,ETHRUR,27210.03,27401.76,27100,27295.14,5.56,151030.15
2018-06-28 07-PM,ETHRUR,27401.76,27471,27100,27210.03,7.38,201843.26
2018-06-28 06-PM,ETHRUR,27050,27471,27045.1,27401.76,2.09,56991.92
2018-06-28 05-PM,ETHRUR,27240,27471,27050,27050,4.97,135456.35
2018-06-28 04-PM,ETHRUR,27045,27392,27045,27240,4.9,133350.42
2018-06-28 03-PM,ETHRUR,27058.72,27280.18,27026.08,27045,12.05,326181.53
2018-06-28 02-PM,ETHRUR,27270,27280,27058.72,27058.72,8.68,235265.15
2018-06-28 01-PM,ETHRUR,27104.87,27280.57,27104.87,27270,6.24,169473.28
2018-06-28 12-PM,ETHRUR,27000,27311.8,27000,27104.87,10.25,278585.05
2018-06-28 11-AM,ETHRUR,27011,27226.79,27000,27000,6.68,180361.35
2018-06-28 10-AM,ETHRUR,27048.33,27226.79,27002,27011,2.42,65587.7
2018-06-28 09-AM,ETHRUR,27307.33,27310.9,27001.3,27048.33,6.08,164989.14
2018-06-28 08-AM,ETHRUR,27000,27311,27000,27307.33,4.97,134804.14
2018-06-28 07-AM,ETHRUR,27095.04,27311.8,26900,27000,6.12,165380.64
2018-06-28 06-AM,ETHRUR,27000,27318.94,26880,27095.04,5.83,157836.27
2018-06-28 05-AM,ETHRUR,26995,27180,26870,27000,5.56,149850.7
2018-06-28 04-AM,ETHRUR,27308.59,27471,26941,26995,3.83,103880.69
2018-06-28 03-AM,ETHRUR,27471,27471,27199,27308.59,2.51,68449.69
2018-06-28 02-AM,ETHRUR,27199,27471,27199,27471,1.22,33370.41
2018-06-28 01-AM,ETHRUR,27310.92,27550,27199,27199,1.38,37648.96
2018-06-28 12-AM,ETHRUR,27540.4,27601,27280.23,27310.92,2.48,68014.05
2018-06-27 11-PM,ETHRUR,27397.1,27601,27285.72,27540.4,1.53,42040.72
2018-06-27 10-PM,ETHRUR,27300,27397.1,27199,27397.1,2.11,57428.46
2018-06-27 09-PM,ETHRUR,27200,27311,27199,27300,11.89,323526.43
2018-06-27 08-PM,ETHRUR,27104.98,27225,26995,27200,7.11,193470.99
2018-06-27 07-PM,ETHRUR,27065.92,27220,26931,27104.98,4.18,113368.02
2018-06-27 06-PM,ETHRUR,27190,27220,27045.91,27065.92,4.71,127920.39
2018-06-27 05-PM,ETHRUR,27179.66,27220,26836.37,27190,10.33,279513.07
2018-06-27 04-PM,ETHRUR,27000,27195,26805,27179.66,8.48,228310.75
2018-06-27 03-PM,ETHRUR,26810,27100,26800,27000,6.27,169134.77
2018-06-27 02-PM,ETHRUR,27001,27196.12,26810,26810,7.64,205886.74
2018-06-27 01-PM,ETHRUR,27000,27100,27000,27001,5.25,142066.21
2018-06-27 12-PM,ETHRUR,27158.51,27158.51,26914.18,27000,8.49,229311.84
2018-06-27 11-AM,ETHRUR,27310.8,27311,26972.71,27158.51,5.07,137622.27
2018-06-27 10-AM,ETHRUR,27050.7,27310.8,26914.18,27310.8,6.14,166074.63
2018-06-27 09-AM,ETHRUR,27237.43,27310.8,26946.16,27050.7,9.67,261497.26
2018-06-27 08-AM,ETHRUR,27011.03,27395,26820.2,27237.43,10.53,284360.46
2018-06-27 07-AM,ETHRUR,27068.8,27115.41,26852,27011.03,7.12,191615.22
2018-06-27 06-AM,ETHRUR,27056.8,27137.8,26940.91,27068.8,6.07,164013.17
2018-06-27 05-AM,ETHRUR,27274.54,27274.54,26738.01,27056.8,8.22,220994.25
2018-06-27 04-AM,ETHRUR,27399,27399,26803.52,27274.54,2.83,76105.12
2018-06-27 03-AM,ETHRUR,27116.28,27399,26969,27399,3.63,97991.48
2018-06-27 02-AM,ETHRUR,27011,27681.09,26988,27116.28,2.45,66315.76
2018-06-27 01-AM,ETHRUR,27332.97,27332.97,27011,27011,1.59,43024.08
2018-06-27 12-AM,ETHRUR,27137.54,27332.97,27000,27332.97,1.15,31130.29
2018-06-26 11-PM,ETHRUR,27227.1,27448.41,27099,27137.54,1.52,41348.48
2018-06-26 10-PM,ETHRUR,27666.75,27666.75,27145.53,27227.1,2.96,80853.28
2018-06-26 09-PM,ETHRUR,27360,27666.75,27290,27666.75,1.7,46675.75
2018-06-26 08-PM,ETHRUR,27702,27800,27266.85,27360,6.37,174591.44
2018-06-26 07-PM,ETHRUR,27579.37,27791.35,27402,27702,12.73,351522.6
2018-06-26 06-PM,ETHRUR,27579.37,27800,27579.37,27579.37,4.29,118569.74
2018-06-26 05-PM,ETHRUR,27799,27900,27579.37,27579.37,2.47,68560.8
2018-06-26 04-PM,ETHRUR,27655,27930.69,27555.55,27799,8.38,232575.7
2018-06-26 03-PM,ETHRUR,27800,27900,27655,27655,9.06,251735.29
2018-06-26 02-PM,ETHRUR,27800.89,27969.25,27701,27800,7.37,204513.55
2018-06-26 01-PM,ETHRUR,27990.88,27990.88,27657,27800.89,7.2,200149.58
2018-06-26 12-PM,ETHRUR,27655,28049.88,27655,27990.88,4.13,114751.0
2018-06-26 11-AM,ETHRUR,27900,27901,27655,27655,6.2,172244.81
2018-06-26 10-AM,ETHRUR,27977.27,28112.16,27889,27900,7.56,211129.85
2018-06-26 09-AM,ETHRUR,28220.1,28350.63,27977.27,27977.27,4.21,118178.05
2018-06-26 08-AM,ETHRUR,28220.2,28361.31,28100,28220.1,2.11,59638.1
2018-06-26 07-AM,ETHRUR,28500,28500,28220.1,28220.2,2.45,69481.33
2018-06-26 06-AM,ETHRUR,28500,28642.61,28500,28500,4.77,136068.81
2018-06-26 05-AM,ETHRUR,28500,28636,28500,28500,5.38,153345.56
2018-06-26 04-AM,ETHRUR,28501,28641.3,28500,28500,4.13,117694.11
2018-06-26 03-AM,ETHRUR,28500,28642.61,28500,28501,2.18,62076.03
2018-06-26 02-AM,ETHRUR,28500,28828.58,28500,28500,1.87,53293.93
2018-06-26 01-AM,ETHRUR,28500,28657.79,28500,28500,2.14,60992.31
2018-06-26 12-AM,ETHRUR,28658,29000,28500,28500,3.25,92832.33
2018-06-25 11-PM,ETHRUR,28661,29000,28658,28658,2.55,73258.04
2018-06-25 10-PM,ETHRUR,28597,28958,28597,28661,0.3969,11382.08
2018-06-25 09-PM,ETHRUR,28552,28970.75,28552,28597,3.31,94950.96
2018-06-25 08-PM,ETHRUR,28600,28900,28550,28552,2.44,69834.96
2018-06-25 07-PM,ETHRUR,28600,28846.67,28600,28600,1.44,41096.09
2018-06-25 06-PM,ETHRUR,28880,29110,28600,28600,7.1,205413.37
2018-06-25 05-PM,ETHRUR,28767,28880,28600,28880,4.99,143512.1
2018-06-25 04-PM,ETHRUR,28999,29130,28760,28767,4.7,136054.6
2018-06-25 03-PM,ETHRUR,28933.08,29146.55,28800,28999,11.83,342313.15
2018-06-25 02-PM,ETHRUR,28611,29200,28611,28933.08,7.91,229252.08
2018-06-25 01-PM,ETHRUR,28500,28699,28437.77,28611,6.43,183083.27
2018-06-25 12-PM,ETHRUR,28877.77,29190,28470,28500,11.06,319201.35
2018-06-25 11-AM,ETHRUR,28861,29102.99,28860,28877.77,10.41,301202.15
2018-06-25 10-AM,ETHRUR,28300,28872.02,28110,28861,13.35,382927.46
2018-06-25 09-AM,ETHRUR,28180,28360,28091,28300,6.78,191499.69
2018-06-25 08-AM,ETHRUR,28065.61,28245.61,28065.61,28180,5.07,142521.46
2018-06-25 07-AM,ETHRUR,27920,28260,27915.02,28065.61,7.81,219104.21
2018-06-25 06-AM,ETHRUR,28258.69,28300,27915.02,27920,5.53,155134.4
2018-06-25 05-AM,ETHRUR,28057,28300,27900,28258.69,8.91,250645.45
2018-06-25 04-AM,ETHRUR,28300,28400.07,28057,28057,2.82,79405.53
2018-06-25 03-AM,ETHRUR,28403.37,28820,28300,28300,1.23,35012.55
2018-06-25 02-AM,ETHRUR,28769,28872.02,28400.07,28403.37,3.13,89854.17
2018-06-25 01-AM,ETHRUR,28769,28872.02,28769,28769,1.72,49707.72
2018-06-25 12-AM,ETHRUR,28627.74,28872.01,28300,28769,0.5339,15220.56
2018-06-24 11-PM,ETHRUR,28871.36,28872.02,28613.38,28627.74,2.29,65835.57
2018-06-24 10-PM,ETHRUR,29180,29188,28871.03,28871.36,2.58,75038.05
2018-06-24 09-PM,ETHRUR,29200,29344.13,28764.38,29180,3.53,102493.37
2018-06-24 08-PM,ETHRUR,29067.22,29490,28455.93,29200,5.4,156998.05
2018-06-24 07-PM,ETHRUR,28783,29073.03,28441.71,29067.22,3.99,115144.71
2018-06-24 06-PM,ETHRUR,29115.44,29290,28200,28783,8.52,246252.64
2018-06-24 05-PM,ETHRUR,28729.1,29137.03,28729.1,29115.44,11.25,326568.29
2018-06-24 04-PM,ETHRUR,27675.46,29099,27664,28729.1,12.04,342821.66
2018-06-24 03-PM,ETHRUR,28410,28849,27675.46,27675.46,15.06,423958.84
2018-06-24 02-PM,ETHRUR,28408,28854.59,28408,28410,9.22,264791.92
2018-06-24 01-PM,ETHRUR,28407.91,28550.9,28407.91,28408,5.81,165291.61
2018-06-24 12-PM,ETHRUR,28612.8,28899.31,28407.9,28407.91,4.68,134247.33
2018-06-24 11-AM,ETHRUR,28900,29110,28612.8,28612.8,11.24,324763.9
2018-06-24 10-AM,ETHRUR,28571.43,29102,28550,28900,7.23,208757.91
2018-06-24 09-AM,ETHRUR,28650.78,29000,28388,28571.43,8.88,254260.67
2018-06-24 08-AM,ETHRUR,28501,28660.55,28200,28650.78,14.58,414607.35
2018-06-24 07-AM,ETHRUR,28701.55,28820.82,28390.1,28501,11.63,333321.72
2018-06-24 06-AM,ETHRUR,29199.41,29199.41,28667,28701.55,12.12,351658.34
2018-06-24 05-AM,ETHRUR,29350.65,29562.01,29100.41,29199.41,4.57,133166.02
2018-06-24 04-AM,ETHRUR,29896,30100,29350.65,29350.65,17.88,530024.99
2018-06-24 03-AM,ETHRUR,30059.64,30059.64,29790,29896,1.41,42218.76
2018-06-24 02-AM,ETHRUR,29875.18,30150,29875.18,30059.64,1.16,34796.89
2018-06-24 01-AM,ETHRUR,29998.03,30150,29875.18,29875.18,0.5515,16535.84
2018-06-24 12-AM,ETHRUR,30510,30571.21,29998.03,29998.03,0.3222,9689.49
2018-06-23 11-PM,ETHRUR,30273,30651,30094.17,30510,5.43,165115.65
2018-06-23 10-PM,ETHRUR,30210,30489.99,30000,30273,2.08,62914.27
2018-06-23 09-PM,ETHRUR,30149,30210,30001,30210,2.6,78424.44
2018-06-23 08-PM,ETHRUR,30144,30149,29900,30149,3.59,108058.25
2018-06-23 07-PM,ETHRUR,30000,30145,29875.13,30144,1.61,48387.76
2018-06-23 06-PM,ETHRUR,29947.57,30146,29875.13,30000,4.09,122602.84
2018-06-23 05-PM,ETHRUR,30148,30149,29885.84,29947.57,4.18,125487.15
2018-06-23 04-PM,ETHRUR,29932.56,30150,29932.56,30148,7.22,217735.4
2018-06-23 03-PM,ETHRUR,30000,30197,29812.5,29932.56,6.72,201954.28
2018-06-23 02-PM,ETHRUR,30144.8,30197,29940,30000,4.64,139471.46
2018-06-23 01-PM,ETHRUR,30000.02,30192.8,29933.36,30144.8,4.24,127508.1
2018-06-23 12-PM,ETHRUR,30250,30250,30000,30000.02,4.19,126031.2
2018-06-23 11-AM,ETHRUR,30250,30590,30250,30250,6.37,193550.14
2018-06-23 10-AM,ETHRUR,30500,30530,30096.45,30250,3.04,92315.0
2018-06-23 09-AM,ETHRUR,30030.12,30500,30030.12,30500,4.3,130025.56
2018-06-23 08-AM,ETHRUR,30006,30346,30001,30030.12,4.25,127961.09
2018-06-23 07-AM,ETHRUR,30010,30300,30000,30006,5.76,173178.75
2018-06-23 06-AM,ETHRUR,30181.21,30404.64,30010,30010,3.29,99067.35
2018-06-23 05-AM,ETHRUR,30454.89,30530,30052.87,30181.21,4.24,128082.66
2018-06-23 04-AM,ETHRUR,30383.33,30522.24,30106,30454.89,2.23,67597.01
2018-06-23 03-AM,ETHRUR,30582.7,30582.7,30232.05,30383.33,2.58,78117.17
2018-06-23 02-AM,ETHRUR,30223.86,30810.18,30103.33,30582.7,2.62,79508.04
2018-06-23 01-AM,ETHRUR,30307.78,30475.33,30103.33,30223.86,1.47,44467.56
2018-06-23 12-AM,ETHRUR,30082.92,30476.38,30001,30307.78,1.32,39870.7
2018-06-22 11-PM,ETHRUR,30000.9,30250,30000,30082.92,0.7537,22727.13
2018-06-22 10-PM,ETHRUR,29682.15,30215.41,29500,30000.9,2.35,70146.78
2018-06-22 09-PM,ETHRUR,30300,30370.49,29630.14,29682.15,27.75,831996.24
2018-06-22 08-PM,ETHRUR,30626.79,30810.18,30003,30300,10.94,331904.25
2018-06-22 07-PM,ETHRUR,30468.49,30954.65,30463,30626.79,8.34,256633.66
2018-06-22 06-PM,ETHRUR,30677.35,30700,30462.4,30468.49,4.8,146435.91
2018-06-22 05-PM,ETHRUR,30520,30740,30462.4,30677.35,7.88,240703.01
2018-06-22 04-PM,ETHRUR,30060,30520,30060,30520,7.82,236881.19
2018-06-22 03-PM,ETHRUR,30366.28,30400,30054.21,30060,11.24,339294.43
2018-06-22 02-PM,ETHRUR,30006.2,30410,29900,30366.28,11.59,348769.09
2018-06-22 01-PM,ETHRUR,30303,30326.06,29904,30006.2,25.87,778506.72
2018-06-22 12-PM,ETHRUR,30587.6,30744,30300,30303,5.62,171536.31
2018-06-22 11-AM,ETHRUR,30990,31000,30587.6,30587.6,3.79,116416.28
2018-06-22 10-AM,ETHRUR,30712.13,31000,30572.32,30990,7.42,228134.38
2018-06-22 09-AM,ETHRUR,30959.07,31122.83,30712.13,30712.13,7.84,242126.03
2018-06-22 08-AM,ETHRUR,31040,31122.83,30603.01,30959.07,9.56,296741.33
2018-06-22 07-AM,ETHRUR,31740,31890,30900.83,31040,17.29,540821.97
2018-06-22 06-AM,ETHRUR,31762.41,32000,31740,31740,5.83,185230.1
2018-06-22 05-AM,ETHRUR,31900,32000,31740,31762.41,7.25,231087.5
2018-06-22 04-AM,ETHRUR,31951,32000,31900,31900,4.74,151447.09
2018-06-22 03-AM,ETHRUR,31900,32000,31900,31951,5.24,167598.08
2018-06-22 02-AM,ETHRUR,32045.93,32160.13,31900,31900,2.81,90071.52
2018-06-22 01-AM,ETHRUR,32350,32667.41,32035.93,32045.93,3.6,116157.64
2018-06-22 12-AM,ETHRUR,32471,32651.27,32350,32350,2.76,89522.36
2018-06-21 11-PM,ETHRUR,32506.83,32667.41,32471,32471,0.4735,15382.97
2018-06-21 10-PM,ETHRUR,32635,32747.7,32505,32506.83,2.97,96566.09
2018-06-21 09-PM,ETHRUR,32521.56,32747.7,32506,32635,4.62,150325.73
2018-06-21 08-PM,ETHRUR,32506,32521.56,32505,32521.56,3.59,116822.15
2018-06-21 07-PM,ETHRUR,32506,32521.56,32506,32506,3.97,128996.35
2018-06-21 06-PM,ETHRUR,32506,32521.56,32506,32506,4.72,153528.44
2018-06-21 05-PM,ETHRUR,32500,32601,32500,32506,6.57,213778.15
2018-06-21 04-PM,ETHRUR,32855,33000,32500,32500,7.13,233261.01
2018-06-21 03-PM,ETHRUR,32801,32900,32600,32855,5.16,169128.88
2018-06-21 02-PM,ETHRUR,32809,32982.66,32625.3,32801,13.02,427415.69
2018-06-21 01-PM,ETHRUR,32843.2,32950,32809,32809,9.45,310608.43
2018-06-21 12-PM,ETHRUR,32901,33076,32825,32843.2,5.5,180982.98
2018-06-21 11-AM,ETHRUR,33052,33130,32815,32901,11.25,371297.94
2018-06-21 10-AM,ETHRUR,32832.09,33052,32809,33052,4.51,148514.41
2018-06-21 09-AM,ETHRUR,32810,33076.15,32809,32832.09,11.09,365632.49
2018-06-21 08-AM,ETHRUR,33070,33200,32810,32810,10.84,356962.1
2018-06-21 07-AM,ETHRUR,32999,33201,32801.51,33070,5.62,185328.57
2018-06-21 06-AM,ETHRUR,33100,33100,32820.1,32999,5.53,182258.47
2018-06-21 05-AM,ETHRUR,32801.51,33100,32801.51,33100,8.71,287366.29
2018-06-21 04-AM,ETHRUR,33000,33200,32801.51,32801.51,2.81,92366.77
2018-06-21 03-AM,ETHRUR,33300,33300,32880.62,33000,2.41,79579.32
2018-06-21 02-AM,ETHRUR,32908.18,33300,32880.76,33300,2.88,95421.66
2018-06-21 01-AM,ETHRUR,32919.35,33156,32771.88,32908.18,1.82,59712.34
2018-06-21 12-AM,ETHRUR,33000.63,33147.78,32625.3,32919.35,0.5434,17862.7
2018-06-20 11-PM,ETHRUR,32750.55,33006.63,32750.55,33000.63,1.51,49790.15
2018-06-20 10-PM,ETHRUR,32631.83,33150,32626.34,32750.55,1.73,56730.24
2018-06-20 09-PM,ETHRUR,32909.38,32909.38,32625.3,32631.83,1.29,42126.14
2018-06-20 08-PM,ETHRUR,33000,33115,32686.47,32909.38,5.16,169224.23
2018-06-20 07-PM,ETHRUR,32999,33304.49,32862.23,33000,4.5,148641.49
2018-06-20 06-PM,ETHRUR,32926.46,33399.02,32910,32999,7.86,259869.21
2018-06-20 05-PM,ETHRUR,32962,33373.1,32910,32926.46,11.38,376283.63
2018-06-20 04-PM,ETHRUR,32933,33248,32625.3,32962,3.81,125524.86
2018-06-20 03-PM,ETHRUR,33201,33300,32703.83,32933,12.58,414260.66
2018-06-20 02-PM,ETHRUR,32734,33433,32600,33201,13.79,456022.79
2018-06-20 01-PM,ETHRUR,32500,32886,32210.05,32734,22.05,715349.0
2018-06-20 12-PM,ETHRUR,32505,32900,32350,32500,9.23,300965.05
2018-06-20 11-AM,ETHRUR,32512,32593.12,32302,32505,10.78,349675.02
2018-06-20 10-AM,ETHRUR,32797.8,32800,32505.4,32512,6.67,217383.11
2018-06-20 09-AM,ETHRUR,32516.8,32800,32500,32797.8,11.8,384214.61
2018-06-20 08-AM,ETHRUR,32900,32900,32516.8,32516.8,9.85,320781.09
2018-06-20 07-AM,ETHRUR,32703,33000,32603,32900,12.09,397367.58
2018-06-20 06-AM,ETHRUR,32650,32900,32500,32703,6.72,219013.77
2018-06-20 05-AM,ETHRUR,32613.24,32907.42,32500,32650,5.65,183753.45
2018-06-20 04-AM,ETHRUR,32707.98,33148.5,32500,32613.24,9.36,305302.71
2018-06-20 03-AM,ETHRUR,32900,33000,32610.67,32707.98,3.59,118118.87
2018-06-20 02-AM,ETHRUR,32900,33097.21,32780,32900,6.82,224351.62
2018-06-20 01-AM,ETHRUR,33010.51,33800,32881.24,32900,6.95,232475.26
2018-06-20 12-AM,ETHRUR,33500.02,33669.32,33010.51,33010.51,4.01,133458.13
2018-06-19 11-PM,ETHRUR,33566.4,33799,33009.8,33500.02,4.72,158554.19
2018-06-19 10-PM,ETHRUR,33002,33566.4,33002,33566.4,6.43,214583.34
2018-06-19 09-PM,ETHRUR,33000,33300,32948.2,33002,2.01,66257.25
2018-06-19 08-PM,ETHRUR,32920,33418,32892.45,33000,9.21,305614.08
2018-06-19 07-PM,ETHRUR,32999,33218.08,32738.99,32920,2.73,89918.53
2018-06-19 06-PM,ETHRUR,32738.1,33000,32672.75,32999,8.46,277078.01
2018-06-19 05-PM,ETHRUR,33100,33333.43,32678.69,32738.1,10.48,345933.32
2018-06-19 04-PM,ETHRUR,33418,33418,33063.3,33100,13.24,439895.2
2018-06-19 03-PM,ETHRUR,33183.11,33845,33061.1,33418,9.9,331174.23
2018-06-19 02-PM,ETHRUR,33460.1,33500,33000,33183.11,11.92,395347.99
2018-06-19 01-PM,ETHRUR,33860.51,34000,33292.35,33460.1,8.89,300606.79
2018-06-19 12-PM,ETHRUR,33415,33860.51,33335,33860.51,9.08,305160.82
2018-06-19 11-AM,ETHRUR,32500,33684.09,32500,33415,16.02,531795.74
2018-06-19 10-AM,ETHRUR,32600,32790,32500,32500,8.87,289270.86
2018-06-19 09-AM,ETHRUR,32320,32600,32244.45,32600,15.19,492425.37
2018-06-19 08-AM,ETHRUR,31857.72,32320,31857.72,32320,11.56,370700.44
2018-06-19 07-AM,ETHRUR,31909.48,31943.16,31570.41,31857.72,4.83,153529.56
2018-06-19 06-AM,ETHRUR,31620,31919.48,31500,31909.48,12.72,402642.47
2018-06-19 05-AM,ETHRUR,31576.65,31880.52,31500,31620,7.41,234719.1
2018-06-19 04-AM,ETHRUR,31661,31832.34,31576.65,31576.65,6.09,192818.99
2018-06-19 03-AM,ETHRUR,31860.82,32000,31661,31661,3.74,119185.46
2018-06-19 02-AM,ETHRUR,31934.81,32000,31661,31860.82,5.12,163487.94
2018-06-19 01-AM,ETHRUR,31755,32000,31660.59,31934.81,1.31,41754.97
2018-06-19 12-AM,ETHRUR,31913,31913,31603.21,31755,2.54,80717.91
2018-06-18 11-PM,ETHRUR,31913,31913,31615.87,31913,1.84,58409.59
2018-06-18 10-PM,ETHRUR,31750.42,31973,31706.58,31913,2.18,69330.94
2018-06-18 09-PM,ETHRUR,31967.83,32000,31576.07,31750.42,3.31,105713.67
2018-06-18 08-PM,ETHRUR,31707.32,31968.04,31508.13,31967.83,8.01,254320.26
2018-06-18 07-PM,ETHRUR,31902,31902,31571.15,31707.32,12.77,406459.03
2018-06-18 06-PM,ETHRUR,31900,32525.45,31900,31902,18.97,612112.39
2018-06-18 05-PM,ETHRUR,31699,32500,31524,31900,9.95,319566.41
2018-06-18 04-PM,ETHRUR,30854,31800,30854,31699,12.5,390911.29
2018-06-18 03-PM,ETHRUR,30712,30985,30712,30854,4.5,138980.63
2018-06-18 02-PM,ETHRUR,30750,30985,30600,30712,7.35,226225.05
2018-06-18 01-PM,ETHRUR,30700,30985,30610,30750,12.92,397606.15
