Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume CCT,Volume BTC
2019-07-03,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-07-02,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-07-01,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-30,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-29,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-28,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-27,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-26,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-25,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-24,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-23,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-22,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-21,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-20,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-19,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-18,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-17,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-16,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-15,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-14,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-13,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-12,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-11,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-10,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-09,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-08,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-07,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-06,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-05,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-04,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-03,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-02,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-06-01,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
2019-05-31,CCTBTC,8.6e-07,8.6e-07,8.6e-07,8.6e-07,0.0,0.0
