Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USD
2019-07-03,BCHUSD,401.92,412.24,401.92,412.24,1.499,617.9
2019-07-02,BCHUSD,408.03,420.56,382.1,401.92,3.234,1294.26
2019-07-01,BCHUSD,401,408.03,390,408.03,39.13,15590.95
2019-06-30,BCHUSD,418.43,418.43,401,401,5.213,2109.88
2019-06-29,BCHUSD,436.39,436.39,418.43,418.43,0.05737,24.01
2019-06-28,BCHUSD,419.09,436.39,419.09,436.39,16.0,6940.53
2019-06-27,BCHUSD,485.11,486.68,368,419.09,39.13,16816.25
2019-06-26,BCHUSD,475.09,720,470,485.11,60.84,30320.89
2019-06-25,BCHUSD,472.5,478.89,465.03,475.09,16.03,7538.81
2019-06-24,BCHUSD,462.91,473.04,462.91,472.5,1.295,612.37
2019-06-23,BCHUSD,490.6,490.6,462.72,462.91,0.1503,69.59
2019-06-22,BCHUSD,434.4,490.6,434.4,490.6,10.09,4547.75
2019-06-21,BCHUSD,412.97,434.4,412.97,434.4,4.909,2112.92
2019-06-20,BCHUSD,412.39,412.97,412.39,412.97,1.472,607.79
2019-06-19,BCHUSD,409.77,417.49,409.77,412.39,3.899,1623.89
2019-06-18,BCHUSD,430.03,430.03,363.01,409.77,18.2,7445.15
2019-06-17,BCHUSD,426.75,435.76,426.75,430.03,23.05,9956.09
2019-06-16,BCHUSD,404.11,428.72,404,426.75,5.571,2380.82
2019-06-15,BCHUSD,404.11,404.11,404.11,404.11,0.0,0.0
2019-06-14,BCHUSD,421.91,421.91,404.11,404.11,0.1265,51.12
2019-06-13,BCHUSD,393.55,422.05,393.55,421.91,3.581,1491.78
2019-06-12,BCHUSD,380.06,401.44,380.06,393.55,15.06,6012.86
2019-06-11,BCHUSD,371.99,387.17,371.99,380.06,11.67,4500.67
2019-06-10,BCHUSD,371.99,371.99,371.99,371.99,0.0,0.0
2019-06-09,BCHUSD,408.12,408.12,371.99,371.99,0.05974,22.22
2019-06-08,BCHUSD,408.12,408.12,408.12,408.12,0.0,0.0
2019-06-07,BCHUSD,459.97,459.97,396.23,408.12,7.18,2886.65
2019-06-06,BCHUSD,402.99,459.97,372.41,459.97,0.8539,340.97
2019-06-05,BCHUSD,364.98,464.99,364.98,402.99,0.4462,186.93
2019-06-04,BCHUSD,419.7,419.7,364.9,364.98,3.3,1254.21
2019-06-03,BCHUSD,491.99,491.99,419.7,419.7,3.66,1559.42
2019-06-02,BCHUSD,492.99,492.99,491.99,491.99,0.01378,6.78
2019-06-01,BCHUSD,430,492.99,430,492.99,0.03747,18.47
2019-05-31,BCHUSD,411.07,430,411.07,430,0.5,215.0
2019-05-30,BCHUSD,432.49,470.74,411.07,411.07,23.26,10848.82
2019-05-29,BCHUSD,412.52,450.08,412.52,432.49,1.12,503.18
2019-05-28,BCHUSD,439.64,439.64,412.52,412.52,0.6898,299.53
2019-05-27,BCHUSD,440.95,441.9,425.57,439.64,21.85,9580.39
2019-05-26,BCHUSD,409,440.95,404.99,440.95,6.44,2627.03
2019-05-25,BCHUSD,409.81,409.81,409,409,0.06971,28.51
