Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-07-03 10-AM,LTCUSD,121.46,121.46,121.46,121.46,0.0,0.0
2019-07-03 09-AM,LTCUSD,121.46,121.46,121.46,121.46,0.0,0.0
2019-07-03 08-AM,LTCUSD,121.09,121.46,121.09,121.46,2.117,257.08
2019-07-03 07-AM,LTCUSD,121.09,121.09,121.09,121.09,0.0,0.0
2019-07-03 06-AM,LTCUSD,121.09,121.09,121.09,121.09,0.0,0.0
2019-07-03 05-AM,LTCUSD,121.09,121.09,121.09,121.09,0.0,0.0
2019-07-03 04-AM,LTCUSD,122.45,122.45,121.09,121.09,0.48,58.12
2019-07-03 03-AM,LTCUSD,122.45,122.45,122.45,122.45,0.0,0.0
2019-07-03 02-AM,LTCUSD,122.45,122.45,122.45,122.45,0.0,0.0
2019-07-03 01-AM,LTCUSD,118.77,122.45,118.77,122.45,3.701,453.18
2019-07-03 12-AM,LTCUSD,118.77,118.77,118.77,118.77,0.0,0.0
2019-07-02 11-PM,LTCUSD,118.77,118.77,118.77,118.77,0.0,0.0
2019-07-02 10-PM,LTCUSD,118.28,118.77,118.28,118.77,1.178,139.88
2019-07-02 09-PM,LTCUSD,118.28,118.28,118.28,118.28,0.0,0.0
2019-07-02 08-PM,LTCUSD,118.28,118.28,118.28,118.28,0.0,0.0
2019-07-02 07-PM,LTCUSD,118.12,118.28,118.12,118.28,1.004,118.79
2019-07-02 06-PM,LTCUSD,118.12,118.12,118.12,118.12,0.0,0.0
2019-07-02 05-PM,LTCUSD,118.12,118.12,118.12,118.12,0.0,0.0
2019-07-02 04-PM,LTCUSD,117.98,118.13,117.98,118.12,30.0,3543.75
2019-07-02 03-PM,LTCUSD,116.95,117.98,116.95,117.98,1.02,120.3
2019-07-02 02-PM,LTCUSD,116.95,116.95,116.95,116.95,0.0,0.0
2019-07-02 01-PM,LTCUSD,116.95,116.95,116.95,116.95,0.0,0.0
2019-07-02 12-PM,LTCUSD,115.6,116.95,115.6,116.95,0.6859,80.22
2019-07-02 11-AM,LTCUSD,115.6,115.6,115.6,115.6,0.0,0.0
2019-07-02 10-AM,LTCUSD,115.5,115.6,115.5,115.6,0.4566,52.78
2019-07-02 09-AM,LTCUSD,115.5,115.5,115.5,115.5,0.0,0.0
2019-07-02 08-AM,LTCUSD,115.5,115.5,115.5,115.5,0.0,0.0
2019-07-02 07-AM,LTCUSD,118.88,118.88,115.5,115.5,0.4762,55.0
2019-07-02 06-AM,LTCUSD,118.88,118.88,118.88,118.88,0.0,0.0
2019-07-02 05-AM,LTCUSD,118.88,118.88,118.88,118.88,0.0,0.0
2019-07-02 04-AM,LTCUSD,123.48,123.48,118.88,118.88,15.0,1783.2
2019-07-02 03-AM,LTCUSD,123.48,123.48,123.48,123.48,0.0,0.0
2019-07-02 02-AM,LTCUSD,123.48,123.48,123.48,123.48,0.0,0.0
2019-07-02 01-AM,LTCUSD,123.48,123.48,123.48,123.48,0.0,0.0
2019-07-02 12-AM,LTCUSD,123.48,123.48,123.48,123.48,0.0,0.0
2019-07-01 11-PM,LTCUSD,118.51,123.48,118.51,123.48,29.1,3520.88
2019-07-01 10-PM,LTCUSD,118.51,118.51,118.51,118.51,0.0,0.0
2019-07-01 09-PM,LTCUSD,118.51,118.51,118.51,118.51,0.0,0.0
2019-07-01 08-PM,LTCUSD,115,118.51,115,118.51,2.053,243.29
2019-07-01 07-PM,LTCUSD,115,115,115,115,0.0,0.0
2019-07-01 06-PM,LTCUSD,124.61,124.61,115,115,0.809,93.03
2019-07-01 05-PM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 04-PM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 03-PM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 02-PM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 01-PM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 12-PM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 11-AM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 10-AM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 09-AM,LTCUSD,124.61,124.61,124.61,124.61,0.0,0.0
2019-07-01 08-AM,LTCUSD,113.95,124.61,113.95,124.61,0.5194,64.72
2019-07-01 07-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 06-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 05-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 04-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 03-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 02-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 01-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-07-01 12-AM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 11-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 10-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 09-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 08-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 07-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 06-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 05-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 04-PM,LTCUSD,113.95,113.95,113.95,113.95,0.0,0.0
2019-06-30 03-PM,LTCUSD,131,131,113.95,113.95,0.339,38.62
2019-06-30 02-PM,LTCUSD,131,131,131,131,0.0,0.0
2019-06-30 01-PM,LTCUSD,131,131,131,131,0.0,0.0
2019-06-30 12-PM,LTCUSD,131,131,131,131,0.0,0.0
2019-06-30 11-AM,LTCUSD,131,131,131,131,0.0,0.0
2019-06-30 10-AM,LTCUSD,135,135,131,131,2.533,331.86
2019-06-30 09-AM,LTCUSD,135.99,135.99,135,135,19.46,2627.35
2019-06-30 08-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 07-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 06-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 05-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 04-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 03-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 02-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 01-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-30 12-AM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-29 11-PM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-29 10-PM,LTCUSD,135.99,135.99,135.99,135.99,0.0,0.0
2019-06-29 09-PM,LTCUSD,134.99,135.99,134.99,135.99,3.369,455.55
2019-06-29 08-PM,LTCUSD,134.99,134.99,134.99,134.99,0.0,0.0
2019-06-29 07-PM,LTCUSD,134.99,134.99,134.99,134.99,0.0,0.0
2019-06-29 06-PM,LTCUSD,134.99,134.99,134.99,134.99,0.0,0.0
2019-06-29 05-PM,LTCUSD,133,134.99,133,134.99,0.136,18.28
2019-06-29 04-PM,LTCUSD,117.09,133,117.09,133,0.2684,35.32
2019-06-29 03-PM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 02-PM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 01-PM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 12-PM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 11-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 10-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 09-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 08-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 07-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 06-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 05-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 04-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 03-AM,LTCUSD,117.09,117.09,117.09,117.09,0.0,0.0
2019-06-29 02-AM,LTCUSD,120.27,120.27,117.09,117.09,1.661,194.47
2019-06-29 01-AM,LTCUSD,120.27,120.27,120.27,120.27,0.0,0.0
2019-06-29 12-AM,LTCUSD,120.27,120.27,120.27,120.27,0.0,0.0
2019-06-28 11-PM,LTCUSD,120.27,120.27,120.27,120.27,0.0,0.0
2019-06-28 10-PM,LTCUSD,120.27,120.27,120.27,120.27,0.0,0.0
2019-06-28 09-PM,LTCUSD,120.27,120.27,120.27,120.27,0.0,0.0
2019-06-28 08-PM,LTCUSD,120.27,120.27,120.27,120.27,0.0,0.0
2019-06-28 07-PM,LTCUSD,120,120.27,120,120.27,0.4157,50.0
2019-06-28 06-PM,LTCUSD,120,120,120,120,0.25,30.0
2019-06-28 05-PM,LTCUSD,117.95,120,117.95,120,0.1589,19.07
2019-06-28 04-PM,LTCUSD,120,120,117.74,117.95,17.74,2091.68
2019-06-28 03-PM,LTCUSD,120,120,120,120,0.0,0.0
2019-06-28 02-PM,LTCUSD,120,120,120,120,0.0,0.0
2019-06-28 01-PM,LTCUSD,120,120,120,120,0.0,0.0
2019-06-28 12-PM,LTCUSD,116.15,120,116.15,120,1.468,176.22
2019-06-28 11-AM,LTCUSD,116.15,116.15,116.15,116.15,0.0,0.0
2019-06-28 10-AM,LTCUSD,131.16,131.16,116.15,116.15,0.06933,8.052
2019-06-28 09-AM,LTCUSD,116.57,131.16,116.57,131.16,0.5113,67.01
2019-06-28 08-AM,LTCUSD,110.47,116.57,110.47,116.57,13.23,1541.86
2019-06-28 07-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 06-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 05-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 04-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 03-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 02-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 01-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-28 12-AM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-27 11-PM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-27 10-PM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-27 09-PM,LTCUSD,110.47,110.47,110.47,110.47,0.0,0.0
2019-06-27 08-PM,LTCUSD,114.82,114.82,110.47,110.47,32.99,3698.06
2019-06-27 07-PM,LTCUSD,117.04,117.04,114.82,114.82,1.0,114.82
2019-06-27 06-PM,LTCUSD,114.16,117.16,114.16,117.04,41.6,4861.55
2019-06-27 05-PM,LTCUSD,113.15,114.16,110,114.16,4.585,510.89
2019-06-27 04-PM,LTCUSD,117.9,117.9,113.15,113.15,22.78,2588.07
2019-06-27 03-PM,LTCUSD,110.03,133.98,110.03,117.9,90.1,10641.83
2019-06-27 02-PM,LTCUSD,116.98,116.98,110.03,110.03,1.289,145.21
2019-06-27 01-PM,LTCUSD,118.83,118.83,115,116.98,62.12,7259.9
2019-06-27 12-PM,LTCUSD,118.83,118.83,118.83,118.83,0.0,0.0
2019-06-27 11-AM,LTCUSD,112,118.83,112,118.83,10.0,1188.3
2019-06-27 10-AM,LTCUSD,112,112,112,112,0.0,0.0
2019-06-27 09-AM,LTCUSD,126.42,126.42,111.9,112,11.66,1309.66
2019-06-27 08-AM,LTCUSD,126.42,126.42,126.42,126.42,0.0,0.0
2019-06-27 07-AM,LTCUSD,126.42,126.42,126.42,126.42,0.0,0.0
2019-06-27 06-AM,LTCUSD,126.42,126.42,126.42,126.42,0.0,0.0
2019-06-27 05-AM,LTCUSD,106.67,137.99,106.67,126.42,31.7,4372.87
2019-06-27 04-AM,LTCUSD,106.67,106.67,106.67,106.67,0.0,0.0
2019-06-27 03-AM,LTCUSD,106.67,106.67,106.67,106.67,0.0,0.0
2019-06-27 02-AM,LTCUSD,123.86,124.38,106.67,106.67,8.581,953.24
2019-06-27 01-AM,LTCUSD,123.86,123.86,123.86,123.86,0.0,0.0
2019-06-27 12-AM,LTCUSD,123.86,123.86,123.86,123.86,0.0,0.0
2019-06-26 11-PM,LTCUSD,123.86,123.86,123.86,123.86,0.0,0.0
2019-06-26 10-PM,LTCUSD,123.86,123.86,123.86,123.86,0.0,0.0
2019-06-26 09-PM,LTCUSD,135.04,135.04,123.86,123.86,0.6451,79.9
2019-06-26 08-PM,LTCUSD,134.73,136.04,134.73,135.04,46.97,6346.44
2019-06-26 07-PM,LTCUSD,136.06,136.06,134.73,134.73,8.187,1105.25
2019-06-26 06-PM,LTCUSD,136.99,136.99,136.06,136.06,0.5589,76.05
2019-06-26 05-PM,LTCUSD,136.99,136.99,136.99,136.99,0.0,0.0
2019-06-26 04-PM,LTCUSD,136.46,139.99,136.46,136.99,51.63,7072.55
2019-06-26 03-PM,LTCUSD,136.46,136.46,136.46,136.46,0.0,0.0
2019-06-26 02-PM,LTCUSD,138,138,136.46,136.46,8.409,1147.48
2019-06-26 01-PM,LTCUSD,139.99,139.99,138,138,0.2952,40.74
2019-06-26 12-PM,LTCUSD,134.48,139.99,134.48,139.99,0.1072,15.01
2019-06-26 11-AM,LTCUSD,134.48,134.48,134.48,134.48,0.0,0.0
